row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
"Công ty Cổ phần Phát triển Đô thị Tử Liêm (""Công ty Tử Liêm"") (i)","Ngắn hạn > Công ty Cổ phần Phát triển Đô thị Tử Liêm (""Công ty Tử Liêm"") (i)","Công ty Cổ phần Phát triển Đô thị Tử Liêm (""Công ty Tử Liêm"") (i)",-,145.224.919.122,,145224919122.0
Công ty TNHH MTV 756 (ii),Ngắn hạn > Công ty TNHH MTV 756 (ii),Công ty TNHH MTV 756 (ii),-,117.000.000.000,,117000000000.0
Sở kể hoạch đầu tư tỉnh Sóc Trăng,Ngắn hạn > Sở kể hoạch đầu tư tỉnh Sóc Trăng,Sở kể hoạch đầu tư tỉnh Sóc Trăng,12.000.000.000,12.000.000.000,12000000000.0,12000000000.0
Công ty cổ phần kỹ thuật Nam Việt,Ngắn hạn > Công ty cổ phần kỹ thuật Nam Việt,Công ty cổ phần kỹ thuật Nam Việt,3.356.516.900,3.356.516.900,3356516900.0,3356516900.0
Viện năng lượng,Ngắn hạn > Viện năng lượng,Viện năng lượng,1.473.450.000,1.473.450.000,1473450000.0,1473450000.0
Trả trước ngắn hạn cho các đối tượng khác,Ngắn hạn > Trả trước ngắn hạn cho các đối tượng khác,Trả trước ngắn hạn cho các đối tượng khác,11.677.712.129,19.684.333.970,11677712129.0,19684333970.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,28.507.679.029,298.739.219.992,28507679029.0,298739219992.0
Dự phòng trả trước cho người bán ngắn hạn khó thu hồi,Ngắn hạn > Dự phòng trả trước cho người bán ngắn hạn khó thu hồi,Dự phòng trả trước cho người bán ngắn hạn khó thu hồi,(12.415.457.062),(12.415.457.062),-12415457062.0,-12415457062.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Công ty Tử Liêm (i),Dài hạn > Công ty Tử Liêm (i),Công ty Tử Liêm (i),146.410.819.622,-,146410819622.0,
Công ty TNHH Một thành viên 756 (ii),Dài hạn > Công ty TNHH Một thành viên 756 (ii),Công ty TNHH Một thành viên 756 (ii),117.000.000.000,-,117000000000.0,
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,263.410.819.622,-,263410819622.0,
