row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng lợi nhuận kế toán trước thuế:,Tổng lợi nhuận kế toán trước thuế:,Tổng lợi nhuận kế toán trước thuế:,771.602.809.525,689.311.081.913,771602809525.0,689311081913.0
Thuế TNDN theo thuế suất 20% áp dụng cho Công ty,Thuế TNDN theo thuế suất 20% áp dụng cho Công ty,Thuế TNDN theo thuế suất 20% áp dụng cho Công ty,154.320.561.905,137.862.216.383,154320561905.0,137862216383.0
Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,,,,
Chi phí tiền đất dự án chưa đủ điều kiện khấu trừ,Các khoản điều chỉnh: > Chi phí tiền đất dự án chưa đủ điều kiện khấu trừ,Chi phí tiền đất dự án chưa đủ điều kiện khấu trừ,8.654.641.074,50.246.174.412,8654641074.0,50246174412.0
Chi phí trích lập dự phòng,Các khoản điều chỉnh: > Chi phí trích lập dự phòng,Chi phí trích lập dự phòng,(67.547.561),2.044.840.153,-67547561.0,2044840153.0
Chi phí dự án dùng triển khai,Các khoản điều chỉnh: > Chi phí dự án dùng triển khai,Chi phí dự án dùng triển khai,9.420.746.167,-,9420746167.0,
Các chi phí không được trừ khác,Các khoản điều chỉnh: > Các chi phí không được trừ khác,Các chi phí không được trừ khác,4.281.610.552,1.739.913.064,4281610552.0,1739913064.0
"Thu nhập từ cổ tức, lợi nhuận được chia","Các khoản điều chỉnh: > Thu nhập từ cổ tức, lợi nhuận được chia","Thu nhập từ cổ tức, lợi nhuận được chia",(135.506.286.200),(45.347.229.200),-135506286200.0,-45347229200.0
Lỗ kết chuyển,Các khoản điều chỉnh: > Lỗ kết chuyển,Lỗ kết chuyển,(15.104.979.257),(7.746.412.627),-15104979257.0,-7746412627.0
Chi phí thuế TNDN,Các khoản điều chỉnh: > Chi phí thuế TNDN,Chi phí thuế TNDN,25.998.746.680,138.799.502.185,25998746680.0,138799502185.0
