row_label_raw,row_label_full,col_0,Thuyết minh,Tỷ lệ vốn góp,Số cuối năm > Số cổ phiếu,Số cuối năm > Giá trị ghi số (VND),Số đầu năm > Số cổ phiếu,Số đầu năm > Giá trị ghi số (VND),numeric__Thuyết minh,numeric__Tỷ lệ vốn góp,numeric__Số cuối năm > Số cổ phiếu,numeric__Số cuối năm > Giá trị ghi số (VND),numeric__Số đầu năm > Số cổ phiếu,numeric__Số đầu năm > Giá trị ghi số (VND)
Công ty Cổ phầnCông nghệ Viễn thôngSải Gòn,Công ty Cổ phầnCông nghệ Viễn thôngSải Gòn,Công ty Cổ phầnCông nghệ Viễn thôngSải Gòn,(i),"21,48%",15.896.923,423.492.661.074,15.896.923,423.492.661.074,,0.2148,15896923.0,423492661074.0,15896923.0,423492661074.0
Công ty Cổ phần Đầu tư Sài Gòn – HuếDầu tư Phát triển Khu,Công ty Cổ phần Đầu tư Sài Gòn – HuếDầu tư Phát triển Khu,Công ty Cổ phần Đầu tư Sài Gòn – HuếDầu tư Phát triển Khu,(ii),"28,14%",9.849.000,210.627.000.000,9.849.000,210.627.000.000,,0.2814,9849000.0,210627000000.0,9849000.0,210627000000.0
Công nghệ cao Sài GònCông ty Cổ phầnScanviwood,Công nghệ cao Sài GònCông ty Cổ phầnScanviwood,Công nghệ cao Sài GònCông ty Cổ phầnScanviwood,(iii),"27,44%",8.233.083,82.330.830.000,8.233.083,82.330.830.000,,0.27440000000000003,8233083.0,82330830000.0,8233083.0,82330830000.0
Công nghệ cao Sài GònCông ty Cổ phầnScanviwood,Công nghệ cao Sài GònCông ty Cổ phầnScanviwood,Công nghệ cao Sài GònCông ty Cổ phầnScanviwood,(iv),34%,1.077.528,7.204.600.000,-,-,,0.34,1077528.0,7204600000.0,,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,,,723.655.091.074,,716.450.491.074,,,,723655091074.0,,716450491074.0
Dư phòng giảm giáđầu tư vào công tyliên kết,Dư phòng giảm giáđầu tư vào công tyliên kết,Dư phòng giảm giáđầu tư vào công tyliên kết,,,,(356.719.286.549),,(335.257.415.511),,,,-356719286549.0,,-335257415511.0
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,,,,366.935.804.525,,381.193.075.563,,,,366935804525.0,,381193075563.0
