row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
200,200,200,B. TÀI SẢN DÀI HẠN,,6.449.931.369.325,7.083.028.700.534,,,6449931369325.0,7083028700534.0
210,210,210,I. Các khoản phải thu dài hạn,,2.686.840.884.683,2.627.752.138.696,,,2686840884683.0,2627752138696.0
211,211,211,1. Phải thu dài hạn của khách hàng,6.1,332.305.529.704,461.757.137.391,,61.0,332305529704.0,461757137391.0
215,215,215,2. Phải thu về cho vay dài hạn,7,2.166.825.333.533,2.089.918.033.533,,7.0,2166825333533.0,2089918033533.0
216,216,216,3. Phải thu dài hạn khác,8,187.710.021.446,76.076.967.772,,8.0,187710021446.0,76076967772.0
220,220,220,II. Tài sản cố định,,96.973.620.094,90.718.285.167,,,96973620094.0,90718285167.0
221,221,221,1. Tài sản cố định hữu hình,10,96.973.620.094,90.718.285.167,,10.0,96973620094.0,90718285167.0
222,222,222,Nguyên giả,,173.690.725.238,152.562.286.115,,,173690725238.0,152562286115.0
223,223,223,Giá trị khấu hao lũy kế,,(76.717.105.144),(61.844.000.948),,,-76717105144.0,-61844000948.0
227,227,227,2. Tài sản cố định vô hình,,-,-,,,,
228,227 > 228,228,Nguyên giả,,36.958.000,36.958.000,,,36958000.0,36958000.0
229,227 > 229,229,Giá trị hao mòn lũy kế,,(36.958.000),(36.958.000),,,-36958000.0,-36958000.0
240,227 > 240,240,III. Tài sản dở dang dài hạn,,234.740.661.548,236.508.373.001,,,234740661548.0,236508373001.0
242,227 > 242,242,1. Chi phí xây dựng cơ bản dở dang,11,234.740.661.548,236.508.373.001,,11.0,234740661548.0,236508373001.0
250,227 > 250,250,IV. Đầu tư tài chính dài hạn,13,3.429.067.802.189,4.127.682.342.591,,13.0,3429067802189.0,4127682342591.0
251,227 > 251,251,1. Đầu tư vào công ty con,13.1,2.749.066.314.000,2.749.066.314.000,,131.0,2749066314000.0,2749066314000.0
252,227 > 252,252,"2. Đầu tư vào các công ty liên doanh, liên kết",13.2,723.655.091.074,716.450.491.074,,132.0,723655091074.0,716450491074.0
253,227 > 253,253,3. Đầu tư góp vốn vào đơn vị khác,13.3,452.867.200.000,1.141.492.700.000,,133.0,452867200000.0,1141492700000.0
254,227 > 254,254,4. Dự phòng đầu tư tài chính dài hạn,,(496.520.802.885),(479.327.162.483),,,-496520802885.0,-479327162483.0
260,227 > 260,260,V. Tài sản dài hạn khác,,2.308.400.811,367.561.079,,,2308400811.0,367561079.0
261,227 > 261,261,1. Chi phí trả trước dài hạn,,2.308.400.811,367.561.079,,,2308400811.0,367561079.0
270,227 > 270,270,TỔNG CỘNG TÀI SẢN,,9.330.809.311.070,9.248.694.313.831,,,9330809311070.0,9248694313831.0
