row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
300,300,300,C. NỘ PHẢI TRẢ,,3.332.654.313.050,4.816.470.769.455,,,3332654313050.0,4816470769455.0
310,310,310,I. Nợ ngắn hạn,,2.016.993.145.713,1.812.084.371.492,,,2016993145713.0,1812084371492.0
311,311,311,1. Phải trả người bán ngắn hạn,14.1,31.796.058.861,36.316.868.829,,141.0,31796058861.0,36316868829.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,14.2,294.607.228.734,265.795.112.309,,142.0,294607228734.0,265795112309.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,15,123.742.429.172,74.135.032.856,,15.0,123742429172.0,74135032856.0
314,314,314,4. Phải trả người lao động,,51.428.000,1.173.226.500,,,51428000.0,1173226500.0
315,315,315,5. Chi phí phải trả ngắn hạn,16,210.107.062.599,210.648.175.409,,16.0,210107062599.0,210648175409.0
319,319,319,6. Phải trả ngắn hạn khác,17,83.131.134.223,266.072.872.252,,17.0,83131134223.0,266072872252.0
320,320,320,7. Vay ngắn hạn,18,1.269.234.424.791,953.619.704.004,,18.0,1269234424791.0,953619704004.0
322,322,322,"8. Quỹ khen thưởng, phúc lợi",,4.323.379.333,4.323.379.333,,,4323379333.0,4323379333.0
330,330,330,II. Nợ dài hạn,,1.315.661.167.337,3.004.386.397.963,,,1315661167337.0,3004386397963.0
333,333,333,1. Chi phí phải trả dài hạn,16,672.941.388.491,573.779.452.057,,16.0,672941388491.0,573779452057.0
337,337,337,2. Phải trả dài hạn khác,17,56.694.272.880,56.451.079.022,,17.0,56694272880.0,56451079022.0
338,338,338,3. Vay dài hạn,18,546.526.946.182,1.448.399.246.851,,18.0,546526946182.0,1448399246851.0
339,339,339,4. Trải phiếu chuyển đổi,19,,886.050.000.000,,19.0,,886050000000.0
341,341,341,5. Thuế thu nhập hoãn lại phải trả,26.3,38.546.591.822,38.754.652.071,,263.0,38546591822.0,38754652071.0
342,342,342,6. Dự phòng phải trả dài hạn,,951.967.962,951.967.962,,,951967962.0,951967962.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,5.998.154.998.020,4.432.223.544.376,,,5998154998020.0,4432223544376.0
410,410,410,I. Vốn chủ sở hữu,20,5.998.154.998.020,4.432.223.544.376,,20.0,5998154998020.0,4432223544376.0
411,411,411,1. Vốn cổ phần,,4.757.111.670.000,3.957.111.670.000,,,4757111670000.0,3957111670000.0
411a,411a,411a,- Cổ phiếu cổ đông có quyền biểu quyết,,4.757.111.670.000,3.957.111.670.000,,,4757111670000.0,3957111670000.0
412,412,412,2. Thặng dư vốn cổ phần,,988.533.430.000,611.072.430.000,,,988533430000.0,611072430000.0
415,415,415,3. Cổ phiếu quỹ,,(364.466.650.000),(364.466.650.000),,,-364466650000.0,-364466650000.0
418,418,418,4. Quỹ đầu tư phát triển,,2.223.693.823,2.223.693.823,,,2223693823.0,2223693823.0
421,421,421,5. Lợi nhuận sau thuế chưa phân phối,,614.752.854.197,226.282.400.553,,,614752854197.0,226282400553.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,226.282.400.553,33.695.676.882,,,226282400553.0,33695676882.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,388.470.453.644,192.586.723.671,,,388470453644.0,192586723671.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,9.330.809.311.070,9.248.694.313.831,,,9330809311070.0,9248694313831.0
