row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
100,100,100,A. TÀI SẢN NGĂN HẠN,,2.880.877.941.745,2.165.665.613.297,,,2880877941745.0,2165665613297.0
110,110,110,I. Tiền và các khoản tương đương tiền,4,42.339.925.481,81.177.184.342,,4.0,42339925481.0,81177184342.0
111,111,111,1. Tiền,,37.339.925.481,81.177.184.342,,,37339925481.0,81177184342.0
112,112,112,2. Các khoản tương đương tiền,,5.000.000.000,-,,,5000000000.0,
120,120,120,II. Đầu tư tài chính ngắn hạn,5,1.738.191.200,2.497.416.000,,5.0,1738191200.0,2497416000.0
121,121,121,1. Chứng khoán kinh doanh,,7.490.461.369,7.490.461.369,,,7490461369.0,7490461369.0
122,122,122,2. Dự phòng giảm giá chứng khoán kinh doanh,,(5.752.270.169),(4.993.045.369),,,-5752270169.0,-4993045369.0
130,130,130,III. Các khoản phải thu ngắn hạn,,1.400.308.410.127,887.625.684.896,,,1400308410127.0,887625684896.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,6.1,182.147.291.535,273.375.424.684,,61.0,182147291535.0,273375424684.0
132,132,132,2. Trả trước cho người bán ngắn hạn,6.2,354.606.940.872,371.178.178.085,,62.0,354606940872.0,371178178085.0
135,135,135,3. Phải thu về cho vay ngắn hạn,7,800.000.000,187.729.723.661,,7.0,800000000.0,187729723661.0
136,136,136,4. Phải thu ngắn hạn khác,8,870.018.660.620,72.873.290.533,,8.0,870018660620.0,72873290533.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,6.3,(7.264.482.900),(17.530.932.067),,63.0,-7264482900.0,-17530932067.0
140,140,140,IV. Hàng tồn kho,9,1.436.473.528.280,1.188.081.628.004,,9.0,1436473528280.0,1188081628004.0
141,141,141,1. Hàng tồn kho,,1.436.473.528.280,1.188.081.628.004,,,1436473528280.0,1188081628004.0
150,150,150,V. Tài sản ngắn hạn khác,,17.886.657,6.283.700.055,,,17886657.0,6283700055.0
152,152,152,1. Thuế giả trị gia tăng được khấu trừ,,17.886.657,16.624.939,,,17886657.0,16624939.0
153,153,153,2. Thuế và các khoản khác phải thu Nhà nước,15,-,6.267.075.116,,15.0,,6267075116.0
