row_label_raw,row_label_full,col_0,Số đầu năm,Số phải nộp trong năm,Số thuế giả trị gia tăng được khấu trừ,Số đã nộp/được khấu trừ trong năm,Số cuối năm,numeric__Số đầu năm,numeric__Số phải nộp trong năm,numeric__Số thuế giả trị gia tăng được khấu trừ,numeric__Số đã nộp/được khấu trừ trong năm,numeric__Số cuối năm
Phải nộp,Phải nộp,Phải nộp,Phải nộp,Phải nộp,Phải nộp,Phải nộp,Phải nộp,,,,,
Thuế thu nhập doanh nghiệp(Thuyết minh số 26.2),Phải nộp > Thuế thu nhập doanh nghiệp(Thuyết minh số 26.2),Thuế thu nhập doanh nghiệp(Thuyết minh số 26.2),-,88.825.088.158,-,(6.267.075.116),82.558.013.042,,88825088158.0,,-6267075116.0,82558013042.0
Thuế giả trị gia tăng,Phải nộp > Thuế giả trị gia tăng,Thuế giả trị gia tăng,73.501.280.142,24.971.631.760,(36.609.720.235),(21.126.821.177),40.736.370.490,73501280142.0,24971631760.0,-36609720235.0,-21126821177.0,40736370490.0
Thuế thu nhập cá nhân,Phải nộp > Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,232.149.000,1.887.565.664,-,(1.982.766.331),135.948.333,232149000.0,1887565664.0,,-1982766331.0,135948333.0
Các loại thuế khác,Phải nộp > Các loại thuế khác,Các loại thuế khác,401.603.714,703.969.288,-,(794.475.695),311.097.307,401603714.0,703969288.0,,-794475695.0,311097307.0
,,,74.135.032.856,116.350.992.037,(36.572.457.402),(30.171.138.319),123.742.429.172,74135032856.0,116350992037.0,-36572457402.0,-30171138319.0,123742429172.0
Phải thu,Phải thu,Phải thu,Phải thu,Phải thu,Phải thu,Phải thu,Phải thu,,,,,
Thuế thu nhập doanh nghiệp(Thuyết minh số 26.2),Phải thu > Thuế thu nhập doanh nghiệp(Thuyết minh số 26.2),Thuế thu nhập doanh nghiệp(Thuyết minh số 26.2),6.267.075.116,-,-,(6.267.075.116),-,6267075116.0,,,-6267075116.0,
,,,6.267.075.116,-,-,(6.267.075.116),-,6267075116.0,,,-6267075116.0,
