row_label_raw,row_label_full,col_0,Năm nay > Giá vốn,Năm nay > Giá trị trích trướcvào chỉ phí,Đơn vị tính: VND > Năm trước > Giá vốn,Đơn vị tính: VND > Năm trước > Giá trị trích trướcvào chỉ phí,numeric__Năm nay > Giá vốn,numeric__Năm nay > Giá trị trích trướcvào chỉ phí,numeric__Đơn vị tính: VND > Năm trước > Giá vốn,numeric__Đơn vị tính: VND > Năm trước > Giá trị trích trướcvào chỉ phí
Cho thuê dài hạnđất có cơ sở hátàng,Cho thuê dài hạnđất có cơ sở hátàng,Cho thuê dài hạnđất có cơ sở hátàng,15.030.758.846,5.438.932.317,40.491.833.667,8.793.895.007,15030758846.0,5438932317.0,40491833667.0,8793895007.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,15.030.758.846,5.438.932.317,40.491.833.667,8.793.895.007,15030758846.0,5438932317.0,40491833667.0,8793895007.0
