row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2017Đồng,Ngày 31 tháng 12năm 2016Đồng,numeric__Ngày 31 tháng 12năm 2017Đồng,numeric__Ngày 31 tháng 12năm 2016Đồng
Vàng SJC,Vàng SJC,Vàng SJC,3.647.000,3.550.000,3647000.0,3550000.0
Vàng SBJ,Vàng SBJ,Vàng SBJ,3.370.000,3.100.000,3370000.0,3100000.0
USD,USD,USD,22.425,22.159,22425.0,22159.0
EUR,EUR,EUR,27.131,23.917,27131.0,23917.0
GBP,GBP,GBP,30.572,27.874,30572.0,27874.0
CHF,CHF,CHF,23.196,22.258,23196.0,22258.0
JPY,JPY,JPY,"200,42","193,64",200.42,193.64
SGD,SGD,SGD,16.869,15.676,16869.0,15676.0
CAD,CAD,CAD,17.943,16.807,17943.0,16807.0
AUD,AUD,AUD,17.608,16.320,17608.0,16320.0
LAK,LAK,LAK,"2,720","2,806",2.72,2.806
THB,THB,THB,677,610,677.0,610.0
NZD,NZD,NZD,15.985,15.629,15985.0,15629.0
