row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,1.483.620,97.259,1483620.0,97259.0
Thuế TNDN theo thuế suất 20% áp dụng cho Ngân hàng,Thuế TNDN theo thuế suất 20% áp dụng cho Ngân hàng,Thuế TNDN theo thuế suất 20% áp dụng cho Ngân hàng,296.724,19.452,296724.0,19452.0
Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,,
- Lỗ chênh lệch tỷ giá hối đoái chưa thực hiện,Các khoản điều chỉnh tăng: > - Lỗ chênh lệch tỷ giá hối đoái chưa thực hiện,- Lỗ chênh lệch tỷ giá hối đoái chưa thực hiện,11.742,39.949,11742.0,39949.0
- Chi phí không được khấu trừ thuế khác,Các khoản điều chỉnh tăng: > - Chi phí không được khấu trừ thuế khác,- Chi phí không được khấu trừ thuế khác,12.484,5.536,12484.0,5536.0
- Chi phí dự phòng tài sản có khác,Các khoản điều chỉnh tăng: > - Chi phí dự phòng tài sản có khác,- Chi phí dự phòng tài sản có khác,-,992,,992.0
Các khoản điều chỉnh giảm:,Các khoản điều chỉnh giảm:,Các khoản điều chỉnh giảm:,Các khoản điều chỉnh giảm:,Các khoản điều chỉnh giảm:,,
- Thu nhập không chịu thuế khác,Các khoản điều chỉnh giảm: > - Thu nhập không chịu thuế khác,- Thu nhập không chịu thuế khác,(77.900),(33.339),-77900.0,-33339.0
- Lỗ chênh lệch tỷ giá năm trước thực hiện trong năm nay,Các khoản điều chỉnh giảm: > - Lỗ chênh lệch tỷ giá năm trước thực hiện trong năm nay,- Lỗ chênh lệch tỷ giá năm trước thực hiện trong năm nay,(39.949),(14.874),-39949.0,-14874.0
- Cắn trừ thuế từ Ngân hàng TMCP Phương Nam chuyển sang,Các khoản điều chỉnh giảm: > - Cắn trừ thuế từ Ngân hàng TMCP Phương Nam chuyển sang,- Cắn trừ thuế từ Ngân hàng TMCP Phương Nam chuyển sang,-,(1.379),,-1379.0
Chi phí thuế TNDN ước tính trong năm,Các khoản điều chỉnh giảm: > Chi phí thuế TNDN ước tính trong năm,Chi phí thuế TNDN ước tính trong năm,203.101,16.337,203101.0,16337.0
Thuế chuyển nhượng quyền sử dụng đất,Các khoản điều chỉnh giảm: > Thuế chuyển nhượng quyền sử dụng đất,Thuế chuyển nhượng quyền sử dụng đất,15.977,4.615,15977.0,4615.0
,,,219.078,20.952,219078.0,20952.0
Nộp bổ sung thuế TNDN 2013 và 2014,Các khoản điều chỉnh giảm: > Nộp bổ sung thuế TNDN 2013 và 2014,Nộp bổ sung thuế TNDN 2013 và 2014,8,313,8.0,313.0
Chi phí thuế TNDN hiện hành trong năm,Các khoản điều chỉnh giảm: > Chi phí thuế TNDN hiện hành trong năm,Chi phí thuế TNDN hiện hành trong năm,219.086,21.265,219086.0,21265.0
