row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,3.133.097,1.819.274,3133097.0,1819274.0
Thu từ dịch vụ ủy thác và đại lý,Thu từ dịch vụ ủy thác và đại lý,Thu từ dịch vụ ủy thác và đại lý,963.308,129.932,963308.0,129932.0
Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,762.385,627.243,762385.0,627243.0
Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,373.364,309.038,373364.0,309038.0
Thu từ dịch vụ hoa hồng hợp tác bảo hiểm,Thu từ dịch vụ hoa hồng hợp tác bảo hiểm,Thu từ dịch vụ hoa hồng hợp tác bảo hiểm,74.740,-,74740.0,
Thu khác,Thu khác,Thu khác,959.300,753.061,959300.0,753061.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(737.660),(588.071),-737660.0,-588071.0
Chi dịch vụ thanh toán,Chi dịch vụ thanh toán,Chi dịch vụ thanh toán,(397.679),(295.857),-397679.0,-295857.0
"Cước phí bưu điện, mạng viễn thông","Cước phí bưu điện, mạng viễn thông","Cước phí bưu điện, mạng viễn thông",(209.057),(154.947),-209057.0,-154947.0
Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,(65.320),(61.729),-65320.0,-61729.0
Chi dịch vụ ngân quỹ,Chi dịch vụ ngân quỹ,Chi dịch vụ ngân quỹ,(37.883),(30.635),-37883.0,-30635.0
Chi khác,Chi khác,Chi khác,(27.721),(44.903),-27721.0,-44903.0
,,,2.395.437,1.231.203,2395437.0,1231203.0
