row_label_raw,row_label_full,col_0,Thuyết minh,Số cuối năm Triệu đồng,Số đầu năm Triệu đồng,numeric__Thuyết minh,numeric__Số cuối năm Triệu đồng,numeric__Số đầu năm Triệu đồng
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,
Tiền mặt và vàng,TÀI SẢN > Tiền mặt và vàng,Tiền mặt và vàng,5,5.906.775,5.459.219,5.0,5906775.0,5459219.0
Tiền gửi tại Ngân hàng Nhà nước Việt Nam,TÀI SẢN > Tiền gửi tại Ngân hàng Nhà nước Việt Nam,Tiền gửi tại Ngân hàng Nhà nước Việt Nam,6,1.965.587,7.994.257,6.0,1965587.0,7994257.0
"Tiền gửi tại và cho vay các tổ chức tín dụng (""TCTD"") khác","TÀI SẢN > Tiền gửi tại và cho vay các tổ chức tín dụng (""TCTD"") khác","Tiền gửi tại và cho vay các tổ chức tín dụng (""TCTD"") khác",,8.170.876,4.577.605,,8170876.0,4577605.0
Tiền gửi tại các TCTD khác,TÀI SẢN > Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,7.1,6.924.232,3.368.969,71.0,6924232.0,3368969.0
Cho vay các TCTD khác,TÀI SẢN > Cho vay các TCTD khác,Cho vay các TCTD khác,7.2,1.247.196,1.209.188,72.0,1247196.0,1209188.0
Dự phòng rủi ro,TÀI SẢN > Dự phòng rủi ro,Dự phòng rủi ro,,(552),(552),,-552.0,-552.0
Chứng khoán kinh doanh,TÀI SẢN > Chứng khoán kinh doanh,Chứng khoán kinh doanh,8,63.250,89.891,8.0,63250.0,89891.0
Chứng khoán kinh doanh,TÀI SẢN > Chứng khoán kinh doanh,Chứng khoán kinh doanh,,63.250,105.624,,63250.0,105624.0
Dự phòng rủi ro chứng khoán kinh doanh,TÀI SẢN > Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,,-,(15.733),,,-15733.0
Các công cụ tài chính phải sinh và các tài sản tài chính khác,TÀI SẢN > Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,9,20.251,15.422,9.0,20251.0,15422.0
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,,214.164.522,190.768.474,,214164522.0,190768474.0
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,10,216.710.219,193.098.213,10.0,216710219.0,193098213.0
Dự phòng rủi ro cho vay khách hàng,TÀI SẢN > Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,12.1,(2.545.697),(2.329.739),121.0,-2545697.0,-2329739.0
Hoạt động mua nợ,TÀI SẢN > Hoạt động mua nợ,Hoạt động mua nợ,11,643.784,751.748,11.0,643784.0,751748.0
Mua nợ,TÀI SẢN > Mua nợ,Mua nợ,,648.763,757.528,,648763.0,757528.0
Dự phòng rủi ro hoạt động mua nợ,TÀI SẢN > Dự phòng rủi ro hoạt động mua nợ,Dự phòng rủi ro hoạt động mua nợ,,(4.979),(5.780),,-4979.0,-5780.0
Chứng khoán đầu tư,TÀI SẢN > Chứng khoán đầu tư,Chứng khoán đầu tư,13,73.188.019,65.032.587,13.0,73188019.0,65032587.0
Chứng khoán đầu tư sẵn sàng để bán,TÀI SẢN > Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,13.1,30.006.875,27.588.607,131.0,30006875.0,27588607.0
Chứng khoán đầu tư giữ đến ngày đáo hạn,TÀI SẢN > Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,13.2,45.266.699,39.292.300,132.0,45266699.0,39292300.0
Dự phòng rủi ro chứng khoán đầu tư,TÀI SẢN > Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán đầu tư,13.4,(2.085.555),(1.848.320),134.0,-2085555.0,-1848320.0
"Góp vốn, đầu tư dài hạn","TÀI SẢN > Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",,3.007.720,3.364.076,,3007720.0,3364076.0
Đầu tư vào các công ty con,TÀI SẢN > Đầu tư vào các công ty con,Đầu tư vào các công ty con,14.1,2.967.294,2.967.294,141.0,2967294.0,2967294.0
Đầu tư dài hạn khác,TÀI SẢN > Đầu tư dài hạn khác,Đầu tư dài hạn khác,14.2,279.727,839.368,142.0,279727.0,839368.0
Dự phòng giảm giá đầu tư dài hạn,TÀI SẢN > Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,14.3,(239.301),(442.586),143.0,-239301.0,-442586.0
Tài sản cố định,TÀI SẢN > Tài sản cố định,Tài sản cố định,,7.554.249,7.340.690,,7554249.0,7340690.0
Tài sản cố định hữu hình,TÀI SẢN > Tài sản cố định hữu hình,Tài sản cố định hữu hình,15.1,4.082.727,4.044.626,151.0,4082727.0,4044626.0
Nguyên giá tài sản cố định,TÀI SẢN > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,,6.079.357,5.806.663,,6079357.0,5806663.0
Khẩu hao tài sản cố định,TÀI SẢN > Khẩu hao tài sản cố định,Khẩu hao tài sản cố định,,(1.996.630),(1.762.037),,-1996630.0,-1762037.0
Tài sản cố định vô hình,TÀI SẢN > Tài sản cố định vô hình,Tài sản cố định vô hình,15.2,3.471.522,3.296.064,152.0,3471522.0,3296064.0
Nguyên giá tài sản cố định,TÀI SẢN > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,,4.263.562,4.005.321,,4263562.0,4005321.0
Hao mòn tài sản cố định,TÀI SẢN > Hao mòn tài sản cố định,Hao mòn tài sản cố định,,(792.040),(709.257),,-792040.0,-709257.0
Tài sản có khác,TÀI SẢN > Tài sản có khác,Tài sản có khác,,49.331.260,43.793.522,,49331260.0,43793522.0
Các khoản phải thu,TÀI SẢN > Các khoản phải thu,Các khoản phải thu,16.1,23.835.706,16.880.335,161.0,23835706.0,16880335.0
"Các khoản lãi, phí phải thu","TÀI SẢN > Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",16.2,24.698.384,25.299.053,162.0,24698384.0,25299053.0
Tài sản thuê thu nhập doanh nghiệp hoãn lại,TÀI SẢN > Tài sản thuê thu nhập doanh nghiệp hoãn lại,Tài sản thuê thu nhập doanh nghiệp hoãn lại,23,59.915,95.580,23.0,59915.0,95580.0
Tài sản có khác,TÀI SẢN > Tài sản có khác,Tài sản có khác,16.3,1.242.404,2.147.735,163.0,1242404.0,2147735.0
Dự phòng rủi ro cho các tài sản có khác,TÀI SẢN > Dự phòng rủi ro cho các tài sản có khác,Dự phòng rủi ro cho các tài sản có khác,16.4,(505.149),(629.181),164.0,-505149.0,-629181.0
TỔNG TÀI SẢN,TÀI SẢN > TỔNG TÀI SẢN,TỔNG TÀI SẢN,,364.016.293,329.187.491,,364016293.0,329187491.0
