row_label_raw,row_label_full,"Cổ tức nhận được trong năm từ góp vốn, mua cổ phần",Năm nayTriệu đồng > 120.435,Năm trướcTriệu đồng > 132.937,numeric__Năm nayTriệu đồng > 120.435,numeric__Năm trướcTriệu đồng > 132.937
- Từ chứng khoán vốn kinh doanh,- Từ chứng khoán vốn kinh doanh,- Từ chứng khoán vốn kinh doanh,280,1.303,280.0,1303.0
- Từ chứng khoán vốn đầu tư,- Từ chứng khoán vốn đầu tư,- Từ chứng khoán vốn đầu tư,2.855,10.638,2855.0,10638.0
"- Từ góp vốn, đầu tư dài hạn","- Từ góp vốn, đầu tư dài hạn","- Từ góp vốn, đầu tư dài hạn",13.092,20.102,13092.0,20102.0
- Từ các công ty con,- Từ các công ty con,- Từ các công ty con,104.208,100.894,104208.0,100894.0
Thu nhập từ thanh lý các khoản đầu tư dài hạn,Thu nhập từ thanh lý các khoản đầu tư dài hạn,Thu nhập từ thanh lý các khoản đầu tư dài hạn,39.838,190,39838.0,190.0
Lỗ thanh lý các khoản đầu tư dài hạn khác,Lỗ thanh lý các khoản đầu tư dài hạn khác,Lỗ thanh lý các khoản đầu tư dài hạn khác,(143.442),-,-143442.0,
,,,16.831,133.127,16831.0,133127.0
