row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Phải thu nội bộ,Phải thu nội bộ,Phải thu nội bộ,2.094.997,1.457.046,2094997.0,1457046.0
Tạm ứng để hoạt động nghiệp vụ (i),Tạm ứng để hoạt động nghiệp vụ (i),Tạm ứng để hoạt động nghiệp vụ (i),1.455.390,1.020.996,1455390.0,1020996.0
Tạm ứng quỹ khen thưởng phúc lợi (ii),Tạm ứng quỹ khen thưởng phúc lợi (ii),Tạm ứng quỹ khen thưởng phúc lợi (ii),400.000,195.659,400000.0,195659.0
Tạm ứng xây dựng tòa nhà FICO (iii),Tạm ứng xây dựng tòa nhà FICO (iii),Tạm ứng xây dựng tòa nhà FICO (iii),216.693,216.693,216693.0,216693.0
Khác,Khác,Khác,22.914,23.698,22914.0,23698.0
Phải thu bên ngoài,Phải thu bên ngoài,Phải thu bên ngoài,21.206.755,15.009.754,21206755.0,15009754.0
Phải thu từ bán tài sản nhận cán trữ nợ (vii),Phải thu từ bán tài sản nhận cán trữ nợ (vii),Phải thu từ bán tài sản nhận cán trữ nợ (vii),8.280.000,-,8280000.0,
Tài sản nhận cán trữ nợ (iv),Tài sản nhận cán trữ nợ (iv),Tài sản nhận cán trữ nợ (iv),6.144.162,7.918.782,6144162.0,7918782.0
Các khoản phải thu từ các hợp đồng mua và cam kết bán lại chứng khoán (v),Các khoản phải thu từ các hợp đồng mua và cam kết bán lại chứng khoán (v),Các khoản phải thu từ các hợp đồng mua và cam kết bán lại chứng khoán (v),2.039.729,4.512.308,2039729.0,4512308.0
Phải thu từ bán nợ (viii),Phải thu từ bán nợ (viii),Phải thu từ bán nợ (viii),1.607.800,-,1607800.0,
Phải thu liên minh thể,Phải thu liên minh thể,Phải thu liên minh thể,542.784,310.241,542784.0,310241.0
Phải thu CTCP Thương mại Vàng bạc đá quý Phương Nam (vi),Phải thu CTCP Thương mại Vàng bạc đá quý Phương Nam (vi),Phải thu CTCP Thương mại Vàng bạc đá quý Phương Nam (vi),503.639,503.639,503639.0,503639.0
Phải thu liên quan dịch vụ trung gian và hỗ trợ thanh toán điện tử,Phải thu liên quan dịch vụ trung gian và hỗ trợ thanh toán điện tử,Phải thu liên quan dịch vụ trung gian và hỗ trợ thanh toán điện tử,467.970,2.916,467970.0,2916.0
Phải thu từ bán chứng khoán trả chậm (ix),Phải thu từ bán chứng khoán trả chậm (ix),Phải thu từ bán chứng khoán trả chậm (ix),466.771,762.630,466771.0,762630.0
"Ký quỹ, thế chấp và cảm cố","Ký quỹ, thế chấp và cảm cố","Ký quỹ, thế chấp và cảm cố",212.895,-,212895.0,
Phải thu từ bán một phần tòa nhà FICO (x),Phải thu từ bán một phần tòa nhà FICO (x),Phải thu từ bán một phần tòa nhà FICO (x),158.204,158.204,158204.0,158204.0
Phải thu đặt cọc thuê văn phòng,Phải thu đặt cọc thuê văn phòng,Phải thu đặt cọc thuê văn phòng,128.582,122.974,128582.0,122974.0
Phải thu lợi nhuận Sacombank Lào (xi),Phải thu lợi nhuận Sacombank Lào (xi),Phải thu lợi nhuận Sacombank Lào (xi),84.818,87.522,84818.0,87522.0
Phải thu liên quan đến hoạt động chi trả kiểu hối,Phải thu liên quan đến hoạt động chi trả kiểu hối,Phải thu liên quan đến hoạt động chi trả kiểu hối,71.760,70.909,71760.0,70909.0
Ký quỹ cho giao dịch tương lai hàng hóa,Ký quỹ cho giao dịch tương lai hàng hóa,Ký quỹ cho giao dịch tương lai hàng hóa,66.093,35.571,66093.0,35571.0
Phải thu đầu tư vào CTCP Thương mại Vàng bạc đá quý Phương Nam (xii),Phải thu đầu tư vào CTCP Thương mại Vàng bạc đá quý Phương Nam (xii),Phải thu đầu tư vào CTCP Thương mại Vàng bạc đá quý Phương Nam (xii),64.800,64.800,64800.0,64800.0
Tạm ứng thuế (Thuyết minh số 23),Tạm ứng thuế (Thuyết minh số 23),Tạm ứng thuế (Thuyết minh số 23),49.046,238.364,49046.0,238364.0
Phải thu tiền bán trải phiếu chuyển đổi của CTCP Chứng khoán Ngân hàng Sài Gòn,Phải thu tiền bán trải phiếu chuyển đổi của CTCP Chứng khoán Ngân hàng Sài Gòn,Phải thu tiền bán trải phiếu chuyển đổi của CTCP Chứng khoán Ngân hàng Sài Gòn,,,,
Thương Tín,Phải thu tiền bán trải phiếu chuyển đổi của CTCP Chứng khoán Ngân hàng Sài Gòn > Thương Tín,Thương Tín,41.000,41.000,41000.0,41000.0
Phải thu Ngân sách Nhà nước về hỗ trợ lãi suất,Phải thu tiền bán trải phiếu chuyển đổi của CTCP Chứng khoán Ngân hàng Sài Gòn > Phải thu Ngân sách Nhà nước về hỗ trợ lãi suất,Phải thu Ngân sách Nhà nước về hỗ trợ lãi suất,27.535,27.535,27535.0,27535.0
Khác,Phải thu tiền bán trải phiếu chuyển đổi của CTCP Chứng khoán Ngân hàng Sài Gòn > Khác,Khác,249.167,152.359,249167.0,152359.0
,,,23.301.752,16.466.800,23301752.0,16466800.0
