row_label_raw,row_label_full,col_0,Thuyết minh,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Thuyết minh,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Dự phòng rủi ro tiền gửi tại vàcho vay các TCTD khác,Dự phòng rủi ro tiền gửi tại vàcho vay các TCTD khác,Dự phòng rủi ro tiền gửi tại vàcho vay các TCTD khác,,552,552,,552.0,552.0
Dự phòng rủi ro hoạt động mua nợ,Dự phòng rủi ro hoạt động mua nợ,Dự phòng rủi ro hoạt động mua nợ,11,4.979,5.780,11.0,4979.0,5780.0
Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,12.1,2.545.697,2.329.739,121.0,2545697.0,2329739.0
Dự phòng trái phiếu đặc biệt doVAMC phát hành,Dự phòng trái phiếu đặc biệt doVAMC phát hành,Dự phòng trái phiếu đặc biệt doVAMC phát hành,12.2,1.949.320,1.649.681,122.0,1949320.0,1649681.0
Dự phòng chứng khoán giữ đếnergày đáo hạn,Dự phòng chứng khoán giữ đếnergày đáo hạn,Dự phòng chứng khoán giữ đếnergày đáo hạn,13.4,15.000,7.500,134.0,15000.0,7500.0
Dự phòng tài sản có rủi ro tín dụng,Dự phòng tài sản có rủi ro tín dụng,Dự phòng tài sản có rủi ro tín dụng,16.4,237.594,143.007,164.0,237594.0,143007.0
,,,,4.753.142,4.136.259,,4753142.0,4136259.0
