row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Tổng cộngTriệu đồng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Tổng cộngTriệu đồng
,,,Trên 3thángTriệu đồng,Đến 3thángTriệu đồng,Đến 1thángTriệu đồng,Từ 1 đến 3thángTriệu đồng,Từ 3 đến 12thángTriệu đồng,Từ 1 đến 5nămTriệu đồng,Trên 5nămTriệu đồng,Tổng cộngTriệu đồng,,,,,,,,
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,,,
Tiền mặt và vàng,Tài sản > Tiền mặt và vàng,Tiền mặt và vàng,-,-,5.906.775,-,-,-,-,5.906.775,,,5906775.0,,,,,5906775.0
Tiền gửi tại NHNN Việt Nam,Tài sản > Tiền gửi tại NHNN Việt Nam,Tiền gửi tại NHNN Việt Nam,-,-,1.965.587,-,-,-,-,1.965.587,,,1965587.0,,,,,1965587.0
Tiền gửi tại và cho vay các TCTD khác - gộp,Tài sản > Tiền gửi tại và cho vay các TCTD khác - gộp,Tiền gửi tại và cho vay các TCTD khác - gộp,552,-,8.170.876,-,-,-,-,8.171.428,552.0,,8170876.0,,,,,8171428.0
Chứng khoán kinh doanh - gộp,Tài sản > Chứng khoán kinh doanh - gộp,Chứng khoán kinh doanh - gộp,-,-,-,63.250,-,-,-,63.250,,,,63250.0,,,,63250.0
Các công cụ tài chính phải sinh vàcác tài sản tài chính khác,Tài sản > Các công cụ tài chính phải sinh vàcác tài sản tài chính khác,Các công cụ tài chính phải sinh vàcác tài sản tài chính khác,-,-,20.251,-,-,-,-,20.251,,,20251.0,,,,,20251.0
Cho vay khách hàng - gộp,Tài sản > Cho vay khách hàng - gộp,Cho vay khách hàng - gộp,1.854.419,811.652,11.295.992,22.341.417,61.105.614,65.329.435,53.971.690,216.710.219,1854419.0,811652.0,11295992.0,22341417.0,61105614.0,65329435.0,53971690.0,216710219.0
Hoạt động mua nợ - gộp,Tài sản > Hoạt động mua nợ - gộp,Hoạt động mua nợ - gộp,-,-,-,-,-,-,648.763,648.763,,,,,,,648763.0,648763.0
Chứng khoán đầu tư - gộp,Tài sản > Chứng khoán đầu tư - gộp,Chứng khoán đầu tư - gộp,-,-,29.460.378,246.497,-,2.300.000,43.266.699,75.273.574,,,29460378.0,246497.0,,2300000.0,43266699.0,75273574.0
"Góp vốn, đầu tư dài hạn - gộp","Tài sản > Góp vốn, đầu tư dài hạn - gộp","Góp vốn, đầu tư dài hạn - gộp",-,-,-,-,-,-,3.247.021,3.247.021,,,,,,,3247021.0,3247021.0
Tài sản có định,Tài sản > Tài sản có định,Tài sản có định,-,-,18.180,835,7.964,467.022,7.060.248,7.554.249,,,18180.0,835.0,7964.0,467022.0,7060248.0,7554249.0
Tài sản có khác - gộp,Tài sản > Tài sản có khác - gộp,Tài sản có khác - gộp,1.184.962,-,5.363.300,611.141,3.651.602,14.614.613,24.410.791,49.836.409,1184962.0,,5363300.0,611141.0,3651602.0,14614613.0,24410791.0,49836409.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,3.039.933,811.652,62.201.339,23.263.140,64.765.180,82.711.070,132.605.212,369.397.526,3039933.0,811652.0,62201339.0,23263140.0,64765180.0,82711070.0,132605212.0,369397526.0
