row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2017Triệu đồng,Ngày 31 tháng 12năm 2016Triệu đồng,numeric__Ngày 31 tháng 12năm 2017Triệu đồng,numeric__Ngày 31 tháng 12năm 2016Triệu đồng
Tiền gửi của tổ chức kinh tế,Tiền gửi của tổ chức kinh tế,Tiền gửi của tổ chức kinh tế,42.253.280,36.980.227,42253280.0,36980227.0
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,13.872.180,11.673.822,13872180.0,11673822.0
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,9.712.658,9.009.974,9712658.0,9009974.0
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,9.175.989,5.716.051,9175989.0,5716051.0
Công ty TNHH 1 thành viên do Nhà nước sở hữu100% vốn điều lệ,Công ty TNHH 1 thành viên do Nhà nước sở hữu100% vốn điều lệ,Công ty TNHH 1 thành viên do Nhà nước sở hữu100% vốn điều lệ,3.011.827,3.745.953,3011827.0,3745953.0
Công ty cổ phần có vốn cổ phần của Nhà Nướcchiếm trên 50% vốn điều lệ hoặc tổng số cổ phầncó quyền biểu quyết; hoặc nhà nước giữ quyền chiphối đối với công ty trong điều lệ của công ty,Công ty cổ phần có vốn cổ phần của Nhà Nướcchiếm trên 50% vốn điều lệ hoặc tổng số cổ phầncó quyền biểu quyết; hoặc nhà nước giữ quyền chiphối đối với công ty trong điều lệ của công ty,Công ty cổ phần có vốn cổ phần của Nhà Nướcchiếm trên 50% vốn điều lệ hoặc tổng số cổ phầncó quyền biểu quyết; hoặc nhà nước giữ quyền chiphối đối với công ty trong điều lệ của công ty,2.425.271,3.146.866,2425271.0,3146866.0
"Công ty Nhà nướcĐơn vị hành chính sự nghiệp, Đằng, đoàn thể vàhiệp hội","Công ty Nhà nướcĐơn vị hành chính sự nghiệp, Đằng, đoàn thể vàhiệp hội","Công ty Nhà nướcĐơn vị hành chính sự nghiệp, Đằng, đoàn thể vàhiệp hội",1.214.544,1.160.024,1214544.0,1160024.0
"Công ty Nhà nướcĐơn vị hành chính sự nghiệp, Đằng, đoàn thể vàhiệp hội","Công ty Nhà nướcĐơn vị hành chính sự nghiệp, Đằng, đoàn thể vàhiệp hội","Công ty Nhà nướcĐơn vị hành chính sự nghiệp, Đằng, đoàn thể vàhiệp hội",417.655,338.182,417655.0,338182.0
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,337.637,475.565,337637.0,475565.0
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,198.664,107.175,198664.0,107175.0
"Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",110.754,107.180,110754.0,107180.0
Công ty TNHH 2 thành viên trở lên có phần vớngớp của Nhà nước trên 50% vốn điều lệ hoặc nhànước giữ quyền chi phối,Công ty TNHH 2 thành viên trở lên có phần vớngớp của Nhà nước trên 50% vốn điều lệ hoặc nhànước giữ quyền chi phối,Công ty TNHH 2 thành viên trở lên có phần vớngớp của Nhà nước trên 50% vốn điều lệ hoặc nhànước giữ quyền chi phối,38.867,44.200,38867.0,44200.0
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,7.691,6.797,7691.0,6797.0
Khác,Khác,Khác,1.729.543,1.448.438,1729543.0,1448438.0
Tiền gửi của cá nhân,Tiền gửi của cá nhân,Tiền gửi của cá nhân,274.457.382,252.370.320,274457382.0,252370320.0
Tiền gửi của các đối tượng khác,Tiền gửi của các đối tượng khác,Tiền gửi của các đối tượng khác,194.583,105.434,194583.0,105434.0
,,,316.905.245,289.455.981,316905245.0,289455981.0
