row_label_raw,row_label_full,Thuế giá trị gia tăng,Số dưđầu nămTriệu đồng > 26.237,Phát sinh trong năm > Sốphải nộpTriệu đồng > 341.866,Phát sinh trong năm > Sốđã nộpTriệu đồng > (332.935),Phát sinh trong năm > Điềuchính khácTriệu đồng > -,Số dưcuối nămTriệu đồng > 35.168,numeric__Số dưđầu nămTriệu đồng > 26.237,numeric__Phát sinh trong năm > Sốphải nộpTriệu đồng > 341.866,numeric__Phát sinh trong năm > Sốđã nộpTriệu đồng > (332.935),numeric__Phát sinh trong năm > Điềuchính khácTriệu đồng > -,numeric__Số dưcuối nămTriệu đồng > 35.168
Thuế thu nhậpdoanh nghiệp,Thuế thu nhậpdoanh nghiệp,Thuế thu nhậpdoanh nghiệp,(237.694),219.086,(16.655),(13.758),(49.021),-237694.0,219086.0,-16655.0,-13758.0,-49021.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,32.747,205.725,(205.015),-,33.457,32747.0,205725.0,-205015.0,,33457.0
,,,(178.710),766.677,(554.605),(13.758),19.604,-178710.0,766677.0,-554605.0,-13758.0,19604.0
Trong đó:Tạm ứng thuế(Thuyết minh số 16.1),Trong đó:Tạm ứng thuế(Thuyết minh số 16.1),Trong đó:Tạm ứng thuế(Thuyết minh số 16.1),(238.364),,,,(49.046),-238364.0,,,,-49046.0
Thuế và các khoản phảinộp Nhà nước(Thuyết minh số 22),Thuế và các khoản phảinộp Nhà nước(Thuyết minh số 22),Thuế và các khoản phảinộp Nhà nước(Thuyết minh số 22),59.654,,,,68.650,59654.0,,,,68650.0
