row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2023 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2023 VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,13.696.800.986.741,12.552.996.391.372,,,13696800986741.0,12552996391372.0
02,02,02,Các khoản giảm trừ doanh thu,,-,-,,,,
10,02 > 10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),24,13.696.800.986.741,12.552.996.391.372,,24.0,13696800986741.0,12552996391372.0
11,02 > 11,11,Giá vốn hàng bán và dịch vụ cung cấp,25,7.122.285.054.391,6.692.130.281.373,,25.0,7122285054391.0,6692130281373.0
20,02 > 20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),,6.574.515.932.350,5.860.866.109.999,,,6574515932350.0,5860866109999.0
21,02 > 21,21,Doanh thu hoạt động tài chính,26,1.006.648.542.796,979.881.404.186,,26.0,1006648542796.0,979881404186.0
22,02 > 22,22,Chi phí tài chính,27,333.706.250.941,479.938.125.336,,27.0,333706250941.0,479938125336.0
23,02 > 23,23,- Trong đó: Chi phí lãi vay,,302.774.295.658,450.795.139.387,,,302774295658.0,450795139387.0
25,02 > 25,25,Chi phí bán hàng,28,2.290.060.825.791,1.809.513.094.994,,28.0,2290060825791.0,1809513094994.0
26,02 > 26,26,Chi phí quản lý doanh nghiệp,29,1.570.293.661.160,1.721.740.077.856,,29.0,1570293661160.0,1721740077856.0
30,02 > 30,30,Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 - 25 - 26),,3.387.103.737.254,2.829.556.215.999,,,3387103737254.0,2829556215999.0
31,02 > 31,31,Thu nhập khác,,9.972.365.458,33.552.282.434,,,9972365458.0,33552282434.0
32,02 > 32,32,Chi phí khác,,69.289.447.815,33.599.472.193,,,69289447815.0,33599472193.0
40,02 > 40,40,Lỗ khác (40 = 31 - 32),,(59.317.082.357),(47.189.759),,,-59317082357.0,-47189759.0
50,02 > 50,50,Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),,3.327.786.654.897,2.829.509.026.240,,,3327786654897.0,2829509026240.0
51,02 > 51,51,Chi phí thuế thu nhập doanh nghiệp (“TNDN”) hiện hành,30,571.442.547.756,482.631.626.964,,30.0,571442547756.0,482631626964.0
52,02 > 52,52,Thu nhập thuế TNDN hoãn lại,30,(401.785.959),(19.299.449.301),,30.0,-401785959.0,-19299449301.0
60,02 > 60,60,Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),,2.756.745.893.100,2.366.176.848.577,,,2756745893100.0,2366176848577.0
