row_label_raw,row_label_full,col_0,col_1,31.12.2024 > Giá gốc VND,31.12.2024 > Giá trị ghi sở VND,31.12.2023 > Giá gốc VND,31.12.2023 > Giá trị ghi sở VND,numeric__col_1,numeric__31.12.2024 > Giá gốc VND,numeric__31.12.2024 > Giá trị ghi sở VND,numeric__31.12.2023 > Giá gốc VND,numeric__31.12.2023 > Giá trị ghi sở VND
i.,i.,i.,Ngắn hạn,,,,,,,,,
i.,i. > i.,i.,Tiền gửi ngân hàng có kỳ hạn (*),10.613.801.695.342,10.613.801.695.342,100.000.000,100.000.000,,10613801695342.0,10613801695342.0,100000000.0,100000000.0
ii.,ii.,ii.,Dài hạn,,,,,,,,,
ii.,ii. > ii.,ii.,Tiền gửi ngân hàng có kỳ hạn,200.000.000,200.000.000,200.000.000,200.000.000,,200000000.0,200000000.0,200000000.0,200000000.0
