row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2024 VND,Tại ngày 31 tháng 12 năm > 2023 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2024 VND,numeric__Tại ngày 31 tháng 12 năm > 2023 VND
300,300,300,NỘ PHẢI TRẢ,,12.545.617.723.249,10.227.553.436.399,,,12545617723249.0,10227553436399.0
310,310,310,Nợ ngắn hạn,,12.544.004.856.642,10.226.426.261.750,,,12544004856642.0,10226426261750.0
311,311,311,Phải trả người bán ngắn hạn,14,1.444.065.406.819,922.962.550.599,,14.0,1444065406819.0,922962550599.0
312,312,312,Người mua trả tiền trước ngắn hạn,,899.931.616,1.691.140.605,,,899931616.0,1691140605.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,15(b),371.572.602.529,181.874.303.958,,,371572602529.0,181874303958.0
314,314,314,Phải trả người lao động,,1.142.454.993.151,977.528.256.722,,,1142454993151.0,977528256722.0
315,315,315,Chi phí phải trả ngắn hạn,16,261.626.799.026,213.751.521.801,,16.0,261626799026.0,213751521801.0
318,318,318,Doanh thu chưa thực hiện ngắn hạn,17,1.556.813.085.136,1.186.116.537.037,,17.0,1556813085136.0,1186116537037.0
319,319,319,Phải trả ngắn hạn khác,18,265.115.132.330,300.452.166.388,,18.0,265115132330.0,300452166388.0
320,320,320,Vay ngắn hạn,19,7.040.353.402.070,6.041.701.989.135,,19.0,7040353402070.0,6041701989135.0
322,322,322,"Quỹ khen thưởng, phúc lợi",20,461.103.503.965,400.347.795.505,,20.0,461103503965.0,400347795505.0
330,330,330,Nợ dài hạn,,1.612.866.607,1.127.174.649,,,1612866607.0,1127174649.0
337,337,337,Phải trả dài hạn khác,,1.082.734.640,1.051.543.680,,,1082734640.0,1051543680.0
341,341,341,Thuế thu nhập hoãn lại phải trả,13,530.131.967,75.630.969,,13.0,530131967.0,75630969.0
400,400,400,VỐN CHỦ SỞ HỮU,,9.915.796.433.871,8.418.333.763.030,,,9915796433871.0,8418333763030.0
410,410,410,Vốn chủ sở hữu,"21,22",9.915.796.433.871,8.418.333.763.030,,21.22,9915796433871.0,8418333763030.0
411,411,411,Vốn góp của chủ sở hữu,,4.925.091.640.000,4.925.091.640.000,,,4925091640000.0,4925091640000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,4.925.091.640.000,4.925.091.640.000,,,4925091640000.0,4925091640000.0
418,418,418,Quỹ đầu tư phát triển,22,2.122.083.824.808,1.709.722.205.278,,22.0,2122083824808.0,1709722205278.0
421,421,421,Lợi nhuận sau thuế (“LNST”) chưa phân phối,22,2.868.620.969.063,1.783.519.917.752,,22.0,2868620969063.0,1783519917752.0
421a,421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,799.313.441.846,9.387.557.628,,,799313441846.0,9387557628.0
421b,421b,421b,- LNST chưa phân phối của năm nay,,2.069.307.527.217,1.774.132.360.124,,,2069307527217.0,1774132360124.0
440,440,440,TỔNG NGUỒN VỐN,,22.461.414.157.120,18.645.887.199.429,,,22461414157120.0,18645887199429.0
