row_label_raw,row_label_full,col_0,col_1,31.12.2024VND,31.12.2023VND,numeric__col_1,numeric__31.12.2024VND,numeric__31.12.2023VND
i),i),i),Tiền gửi tại tài khoản tập trung FPT,,,,,
i),i) > i),i),Công ty Cổ phần FPT,507.269.336,326.687.587,,507269336.0,326687587.0
ii),ii),ii),Phải thu ngắn hạn của khách hàng (Thuyết minh 5),,,,,
ii),ii) > ii),ii),Công ty TNHH MTV Viễn thông Quốc tế FPT,180.193.253.948,520.993.987.142,,180193253948.0,520993987142.0
ii),ii) > ii),ii),Công ty TNHH MTV Viễn thông FPT Thăng Long,8.387.404.658,-,,8387404658.0,
ii),ii) > ii),ii),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,6.164.619.590,4.552.394.604,,6164619590.0,4552394604.0
ii),ii) > ii),ii),Công ty Cổ phần Dịch vụ Trực tuyến FPT,2.118.454.508,2.418.083.508,,2118454508.0,2418083508.0
ii),ii) > ii),ii),Công ty Cổ phần FPT,1.085.695.069,10.029.538.792,,1085695069.0,10029538792.0
ii),ii) > ii),ii),Công ty TNHH Truyền hình FPT,659.720.130,723.334.531,,659720130.0,723334531.0
ii),ii) > ii),ii),Công ty TNHH FPT IS,424.340.172,327.063.000,,424340172.0,327063000.0
ii),ii) > ii),ii),Công ty TNHH Phân phối Synnex FPT,9.900.000,2.000.000,,9900000.0,2000000.0
ii),ii) > ii),ii),Công ty TNHH Phần mềm FPT,3.185.800,15.840.000,,3185800.0,15840000.0
ii),ii) > ii),ii),Các công ty thành viên khác cùng Tập đoàn,220.511.473,44.125.942,,220511473.0,44125942.0
ii),ii) > ii),ii),,199.267.085.348,539.106.367.519,,199267085348.0,539106367519.0
iii),iii),iii),Phải thu về cho vay ngắn hạn (Thuyết minh 6),,,,,
iii),iii) > iii),iii),Công ty TNHH MTV Viễn thông Quốc tế FPT,28.505.490.000,5.978.364.099.438,,28505490000.0,5978364099438.0
iii),iii) > iii),iii),Công ty Cổ phần Công nghệ Viễn thông FPT,10.712.984.743,-,,10712984743.0,
iii),iii) > iii),iii),Công ty TNHH Truyền hình FPT,-,1.075.965.611.742,,,1075965611742.0
iii),iii) > iii),iii),,39.218.474.743,7.054.329.711.180,,39218474743.0,7054329711180.0
iv),iv),iv),Phải thu ngắn hạn khác (Thuyết minh 7),,,,,
iv),iv) > iv),iv),Công ty TNHH MTV Viễn thông Quốc tế FPT,312.782.709.969,504.839.992.715,,312782709969.0,504839992715.0
iv),iv) > iv),iv),Công ty TNHH Truyền hình FPT,163.274.925.651,136.189.577.900,,163274925651.0,136189577900.0
iv),iv) > iv),iv),Công ty TNHH MTV Viễn thông FPT Thăng Long,3.642.309.681,-,,3642309681.0,
iv),iv) > iv),iv),Công ty TNHH MTV Viễn thông FPT Tân Thuận,3.011.897.283,3.237.755.850,,3011897283.0,3237755850.0
iv),iv) > iv),iv),Công ty Cổ phần Công nghệ Viễn thông FPT,173.327.071,-,,173327071.0,
iv),iv) > iv),iv),Công ty Cổ phần FPT,707.987,3.085.491,,707987.0,3085491.0
iv),iv) > iv),iv),Các công ty thành viên khác cùng Tập đoàn,-,9.287.730,,,9287730.0
iv),iv) > iv),iv),,482.885.877.642,644.279.699.686,,482885877642.0,644279699686.0
