row_label_raw,row_label_full,Mãsố,TÀI SẢN,Thuyếtminh,Tại ngày 31 tháng 12 năm,Tại ngày 31 tháng 12 năm_1,numeric__TÀI SẢN,numeric__Thuyếtminh,numeric__Tại ngày 31 tháng 12 năm,numeric__Tại ngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,TÀI SẢN,Thuyếtminh,2024VND,2023VND,,,,
100,Mãsố > 100,100,TÀI SẢN NGẮN HẠN,,13.946.758.610.690,10.124.632.662.935,,,13946758610690.0,10124632662935.0
110,Mãsố > 110,110,Tiền và các khoản tương đương tiền,3,430.721.010.534,274.796.383.783,,3.0,430721010534.0,274796383783.0
111,Mãsố > 111,111,Tiền,,130.613.741.198,66.469.696.196,,,130613741198.0,66469696196.0
112,Mãsố > 112,112,Các khoản tương đương tiền,,300.107.269.336,208.326.687.587,,,300107269336.0,208326687587.0
120,Mãsố > 120,120,Đầu tư tài chính ngắn hạn,,10.613.801.695.342,100.000.000,,,10613801695342.0,100000000.0
123,Mãsố > 123,123,Đầu tư nắm giữ đến ngày đáo hạn,4(a),10.613.801.695.342,100.000.000,,,10613801695342.0,100000000.0
130,Mãsố > 130,130,Các khoản phải thu ngắn hạn,,1.725.450.661.525,8.995.506.432.992,,,1725450661525.0,8995506432992.0
131,Mãsố > 131,131,Phải thu ngắn hạn của khách hàng,5,1.232.336.875.837,1.840.771.086.214,,5.0,1232336875837.0,1840771086214.0
132,Mãsố > 132,132,Trả trước cho người bán ngắn hạn,,38.108.655.990,16.579.788.810,,,38108655990.0,16579788810.0
135,Mãsố > 135,135,Phải thu về cho vay ngắn hạn,6,39.218.474.743,7.054.329.711.180,,6.0,39218474743.0,7054329711180.0
136,Mãsố > 136,136,Phải thu ngắn hạn khác,7,621.410.659.551,652.578.344.918,,7.0,621410659551.0,652578344918.0
137,Mãsố > 137,137,Dự phòng phải thu ngắn hạn khó đòi,8,(205.624.004.596),(568.752.498.130),,8.0,-205624004596.0,-568752498130.0
140,Mãsố > 140,140,Hàng tồn kho,9,1.062.689.848.673,728.991.583.619,,9.0,1062689848673.0,728991583619.0
141,Mãsố > 141,141,Hàng tồn kho,,1.079.815.856.329,745.789.067.871,,,1079815856329.0,745789067871.0
149,Mãsố > 149,149,Dự phòng giảm giá hàng tồn kho,,(17.126.007.656),(16.797.484.252),,,-17126007656.0,-16797484252.0
150,Mãsố > 150,150,Tài sản ngắn hạn khác,,114.095.394.616,125.238.262.541,,,114095394616.0,125238262541.0
151,Mãsố > 151,151,Chi phí trả trước ngắn hạn,10(a),107.109.003.189,124.148.018.254,,,107109003189.0,124148018254.0
152,Mãsố > 152,152,"Thuế giá trị gia tăng (""GTGT"") được khấu trừ",,6.986.391.427,999.114.115,,,6986391427.0,999114115.0
153,Mãsố > 153,153,Thuế và các khoản khác phải thu Nhà nước,15(a),-,91.130.172,,,,91130172.0
200,Mãsố > 200,200,TÀI SẢN DÀI HẠN,,8.514.655.546.430,8.521.254.536.494,,,8514655546430.0,8521254536494.0
210,Mãsố > 210,210,Các khoản phải thu dài hạn,,9.878.997.007,9.978.779.471,,,9878997007.0,9978779471.0
216,Mãsố > 216,216,Phải thu dài hạn khác,,9.878.997.007,9.978.779.471,,,9878997007.0,9978779471.0
220,Mãsố > 220,220,Tài sản cố định,,5.554.439.272.889,5.875.573.656.890,,,5554439272889.0,5875573656890.0
221,Mãsố > 221,221,Tài sản cố định hữu hình,11(a),4.948.441.893.026,5.321.152.454.328,,,4948441893026.0,5321152454328.0
222,Mãsố > 222,222,Nguyên giá,,12.745.956.476.468,12.063.922.190.133,,,12745956476468.0,12063922190133.0
223,Mãsố > 223,223,Giá trị khấu hao lũy kế,,(7.797.514.583.442),(6.742.769.735.805),,,-7797514583442.0,-6742769735805.0
227,Mãsố > 227,227,Tài sản cố định vô hình,11(b),605.997.379.863,554.421.202.562,,,605997379863.0,554421202562.0
228,Mãsố > 228,228,Nguyên giá,,1.241.060.095.707,1.119.635.984.536,,,1241060095707.0,1119635984536.0
229,Mãsố > 229,229,Giá trị khấu hao lũy kế,,(635.062.715.844),(565.214.781.974),,,-635062715844.0,-565214781974.0
240,Mãsố > 240,240,Tài sản dở dang dài hạn,,116.050.165.931,170.356.165.578,,,116050165931.0,170356165578.0
242,Mãsố > 242,242,Chi phí xây dựng cơ bản dở dang,12,116.050.165.931,170.356.165.578,,12.0,116050165931.0,170356165578.0
250,Mãsố > 250,250,Đầu tư tài chính dài hạn,,725.741.317.955,501.426.317.955,,,725741317955.0,501426317955.0
251,Mãsố > 251,251,Đầu tư vào công ty con,4(b),719.541.317.955,495.226.317.955,,,719541317955.0,495226317955.0
253,Mãsố > 253,253,Đầu tư góp vốn vào đơn vị khác,4(b),6.000.000.000,6.000.000.000,,,6000000000.0,6000000000.0
255,Mãsố > 255,255,Đầu tư nắm giữ đến ngày đáo hạn,4(a),200.000.000,200.000.000,,,200000000.0,200000000.0
260,Mãsố > 260,260,Tài sản dài hạn khác,,2.108.545.792.648,1.963.919.616.600,,,2108545792648.0,1963919616600.0
261,Mãsố > 261,261,Chi phí trả trước dài hạn,10(b),2.087.866.013.634,1.944.096.124.543,,,2087866013634.0,1944096124543.0
262,Mãsố > 262,262,Tài sản thuế thu nhập hoãn lại,13,20.679.779.014,19.823.492.057,,13.0,20679779014.0,19823492057.0
270,Mãsố > 270,270,TỔNG TÀI SẢN,,22.461.414.157.120,18.645.887.199.429,,,22461414157120.0,18645887199429.0
