row_label_raw,row_label_full,Bên liên quan > Tiền và tương đương tiền (Thuyết minh số 04),Nội dung nghiệp vụ,Số cuối nămVND > 869.832.795,Số đầu nămVND > 35.275.665.728,numeric__Nội dung nghiệp vụ,numeric__Số cuối nămVND > 869.832.795,numeric__Số đầu nămVND > 35.275.665.728
Ngân hàng Thương mại Cổ phần Kiên Long,Ngân hàng Thương mại Cổ phần Kiên Long,Ngân hàng Thương mại Cổ phần Kiên Long,Tiền và tương đương tiền,869.832.795,35.275.665.728,,869832795.0,35275665728.0
Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,,-,5.000.000.000,,,5000000000.0
Công ty TNHH Đầu tư Nhà Hưng Thịnh Phát,Công ty TNHH Đầu tư Nhà Hưng Thịnh Phát,Công ty TNHH Đầu tư Nhà Hưng Thịnh Phát,Phải thu về cho vay ngắn hạn,-,5.000.000.000,,,5000000000.0
Phải thu ngắn hạn khác (Thuyết minh số 07),Phải thu ngắn hạn khác (Thuyết minh số 07),Phải thu ngắn hạn khác (Thuyết minh số 07),,6.163.895.666,450.000.000.000,,6163895666.0,450000000000.0
Công ty Cổ phần Quản lý và Vận hành S-Service,Công ty Cổ phần Quản lý và Vận hành S-Service,Công ty Cổ phần Quản lý và Vận hành S-Service,Phải thu từ thu hộ và chi hộ,6.163.895.666,-,,6163895666.0,
Công ty Cổ phần Tập đoàn Sunshine,Công ty Cổ phần Tập đoàn Sunshine,Công ty Cổ phần Tập đoàn Sunshine,Phải thu đặt cọc chuyển nhượng cổ phần,-,450.000.000.000,,,450000000000.0
Phải trả người bán ngắn hạn (Thuyết minh số 15),Phải trả người bán ngắn hạn (Thuyết minh số 15),Phải trả người bán ngắn hạn (Thuyết minh số 15),,336.620.685,221.246.443,,336620685.0,221246443.0
Công ty TNHH Kinh doanh Thương mại và Dịch vụ Sunshine Mart,Công ty TNHH Kinh doanh Thương mại và Dịch vụ Sunshine Mart,Công ty TNHH Kinh doanh Thương mại và Dịch vụ Sunshine Mart,Phải trả chi phí dịch vụ suất ăn,210.729.552,221.246.443,,210729552.0,221246443.0
Công ty Cổ phần Quản lý và Vận hành S-Service,Công ty Cổ phần Quản lý và Vận hành S-Service,Công ty Cổ phần Quản lý và Vận hành S-Service,Phải trả chi phí vận hành dự án,125.891.133,-,,125891133.0,
