row_label_raw,row_label_full,col_0,Vốn gópcủa chủ sở hữu,Thặng dưvốn cổ phần,Lợi nhuận sauthuếchưa phân phối,Tổng cộng,numeric__Vốn gópcủa chủ sở hữu,numeric__Thặng dưvốn cổ phần,numeric__Lợi nhuận sauthuếchưa phân phối,numeric__Tổng cộng
,,,VND,VND,VND,VND,,,,
Số dư đầu năm trước,Số dư đầu năm trước,Số dư đầu năm trước,2.500.000.000.000,-,597.577.762.506,3.097.577.762.506,2500000000000.0,,597577762506.0,3097577762506.0
Tăng vốn trong năm,Tăng vốn trong năm,Tăng vốn trong năm,1.250.000.000.000,(320.509.091),-,1.249.679.490.909,1250000000000.0,-320509091.0,,1249679490909.0
Lợi nhuận trong năm,Lợi nhuận trong năm,Lợi nhuận trong năm,-,-,62.741.720.774,62.741.720.774,,,62741720774.0,62741720774.0
Số dư đầu năm nay,Số dư đầu năm nay,Số dư đầu năm nay,3.750.000.000.000,(320.509.091),660.319.483.280,4.409.998.974.189,3750000000000.0,-320509091.0,660319483280.0,4409998974189.0
Số dư đầu năm nay,Số dư đầu năm nay,Số dư đầu năm nay,3.750.000.000.000,(320.509.091),660.319.483.280,4.409.998.974.189,3750000000000.0,-320509091.0,660319483280.0,4409998974189.0
Lợi nhuận trong năm,Lợi nhuận trong năm,Lợi nhuận trong năm,-,-,30.679.077.835,30.679.077.835,,,30679077835.0,30679077835.0
Số dư cuối năm nay,Số dư cuối năm nay,Số dư cuối năm nay,3.750.000.000.000,(320.509.091),690.998.561.115,4.440.678.052.024,3750000000000.0,-320509091.0,690998561115.0,4440678052024.0
