row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,23,96.024.485.316,326.369.324.230,,1.0,23.0,96024485316.0,326369324230.0
2.,2.,2.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01),10,,96.024.485.316,326.369.324.230,,10.0,,96024485316.0,326369324230.0
3.,3.,3.,Giá vốn hàng bán và dịch vụ cung cấp,11,24,88.223.609.885,226.296.516.533,,11.0,24.0,88223609885.0,226296516533.0
4.,4.,4.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,7.800.875.431,100.072.807.697,,20.0,,7800875431.0,100072807697.0
5.,5.,5.,Doanh thu hoạt động tài chính,21,26,56.817.349.151,195.286.686.308,,21.0,26.0,56817349151.0,195286686308.0
6.,6.,6.,Chi phí tài chính,22,27,2.001.739.930,36.495.960.994,,22.0,27.0,2001739930.0,36495960994.0
,,,- Trong đó: Chi phí lãi vay,23,,13.187.304.794,23.794.707.809,,23.0,,13187304794.0,23794707809.0
7.,7.,7.,Chi phí bán hàng,25,28,-,41.769.953.975,,25.0,28.0,,41769953975.0
8.,8.,8.,Chi phí quản lý doanh nghiệp,26,28,18.277.308.237,53.224.782.373,,26.0,28.0,18277308237.0,53224782373.0
9.,9.,9.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,44.339.176.415,163.868.796.663,,30.0,,44339176415.0,163868796663.0
10.,10.,10.,Thu nhập khác,31,,1.893.374.909,1.213.742.163,,31.0,,1893374909.0,1213742163.0
11.,11.,11.,Chi phí khác,32,29,5.326.952.982,69.733.312.610,,32.0,29.0,5326952982.0,69733312610.0
12.,12.,12.,(Lỗ) khác (40=31-32),40,,(3.433.578.073),(68.519.570.447),,40.0,,-3433578073.0,-68519570447.0
13.,13.,13.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,40.905.598.342,95.349.226.216,,50.0,,40905598342.0,95349226216.0
14.,14.,14.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,30,10.226.520.507,32.607.505.442,,51.0,30.0,10226520507.0,32607505442.0
15.,15.,15.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51),60,,30.679.077.835,62.741.720.774,,60.0,,30679077835.0,62741720774.0
