row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGẮN HẠN,100,,354.960.351.851,1.266.288.923.132,,100.0,,354960351851.0,1266288923132.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,4,9.809.776.579,85.392.386.403,,110.0,4.0,9809776579.0,85392386403.0
1.,1.,1.,Tiền,111,,9.809.776.579,55.392.386.403,,111.0,,9809776579.0,55392386403.0
2.,2.,2.,Các khoản tương đương tiền,112,,-,30.000.000.000,,112.0,,,30000000000.0
II.,II.,II.,Các khoản phải thu ngắn hạn,130,,134.746.843.823,975.318.073.908,,130.0,,134746843823.0,975318073908.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,5,42.242.938.767,46.104.270.168,,131.0,5.0,42242938767.0,46104270168.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,6,5.623.890.595,6.061.267.042,,132.0,6.0,5623890595.0,6061267042.0
3.,3.,3.,Phải thu về cho vay ngắn hạn,135,,-,5.000.000.000,,135.0,,,5000000000.0
4.,4.,4.,Phải thu ngắn hạn khác,136,7,86.880.014.461,918.152.536.698,,136.0,7.0,86880014461.0,918152536698.0
III.,III.,III.,Hàng tồn kho,140,,209.377.079.602,203.285.297.511,,140.0,,209377079602.0,203285297511.0
1.,1.,1.,Hàng tồn kho,141,8,209.377.079.602,203.285.297.511,,141.0,8.0,209377079602.0,203285297511.0
IV.,IV.,IV.,Tài sản ngắn hạn khác,150,,1.026.651.847,2.293.165.310,,150.0,,1026651847.0,2293165310.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,9,984.012.104,1.486.849.190,,151.0,9.0,984012104.0,1486849190.0
2.,2.,2.,Thuế và các khoản khác phải thu Nhà nước,153,17,42.639.743,806.316.120,,153.0,17.0,42639743.0,806316120.0
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,4.353.032.586.960,3.907.181.079.920,,200.0,,4353032586960.0,3907181079920.0
I.,I.,I.,Tài sản cố định,220,,43.514.027.815,60.647.928.565,,220.0,,43514027815.0,60647928565.0
1.,1.,1.,Tài sản cố định hữu hình,221,10,35.415.867.827,52.349.768.573,,221.0,10.0,35415867827.0,52349768573.0
,,,- Nguyên giá,222,,77.158.723.128,89.679.673.128,,222.0,,77158723128.0,89679673128.0
,,,- Giá trị hao mòn lũy kế,223,,(41.742.855.301),(37.329.904.555),,223.0,,-41742855301.0,-37329904555.0
2.,2.,2.,Tài sản cố định vô hình,227,11,8.098.159.988,8.298.159.992,,227.0,11.0,8098159988.0,8298159992.0
,,,- Nguyên giá,228,,8.698.160.000,8.698.160.000,,228.0,,8698160000.0,8698160000.0
,,,- Giá trị hao mòn lũy kế,229,,(600.000.012),(400.000.008),,229.0,,-600000012.0,-400000008.0
II.,II.,II.,Bất động sản đầu tư,230,12,53.827.091.965,55.613.165.013,,230.0,12.0,53827091965.0,55613165013.0
,,,- Nguyên giá,231,,94.840.642.188,94.840.642.188,,231.0,,94840642188.0,94840642188.0
,,,- Giá trị hao mòn lũy kế,232,,(41.013.550.223),(39.227.477.175),,232.0,,-41013550223.0,-39227477175.0
III.,III.,III.,Tài sản dở dang dài hạn,240,,122.027.286.479,118.070.933.807,,240.0,,122027286479.0,118070933807.0
1.,1.,1.,Chi phí xây dựng cơ bản dở dang,242,13,122.027.286.479,118.070.933.807,,242.0,13.0,122027286479.0,118070933807.0
IV.,IV.,IV.,Đầu tư tài chính dài hạn,250,14,4.133.664.180.701,3.672.308.363.386,,250.0,14.0,4133664180701.0,3672308363386.0
1.,1.,1.,Đầu tư vào công ty con,251,,3.684.525.000.000,3.684.525.000.000,,251.0,,3684525000000.0,3684525000000.0
2.,2.,2.,"Đầu tư vào công ty liên doanh, liên kết",252,,450.000.000.000,-,,252.0,,450000000000.0,
3.,3.,3.,Dự phòng đầu tư tài chính dài hạn,254,,(860.819.299),(12.216.636.614),,254.0,,-860819299.0,-12216636614.0
V.,V.,V.,Tài sản dài hạn khác,260,,-,540.689.149,,260.0,,,540689149.0
1.,1.,1.,Chi phí trả trước dài hạn,261,9,-,540.689.149,,261.0,9.0,,540689149.0
,,,TỔNG CỘNG TÀI SẢN (270=100+200),270,,4.707.992.938.811,5.173.470.003.052,,270.0,,4707992938811.0,5173470003052.0
