row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
Ông Đỗ Văn Trung,Ông Đỗ Văn Trung,Ông Đỗ Văn Trung,80.640.604.795,467.930.000.000,80640604795.0,467930000000.0
- Đặt cọc chuyển nhượng cổ phần (i),- Đặt cọc chuyển nhượng cổ phần (i),- Đặt cọc chuyển nhượng cổ phần (i),76.880.000.000,458.800.000.000,76880000000.0,458800000000.0
- Lãi từ đặt cọc chuyển nhượng cổ phần (ii),- Lãi từ đặt cọc chuyển nhượng cổ phần (ii),- Lãi từ đặt cọc chuyển nhượng cổ phần (ii),3.760.604.795,9.130.000.000,3760604795.0,9130000000.0
Công ty Cố phần Tập đoàn Sunshine,Công ty Cố phần Tập đoàn Sunshine,Công ty Cố phần Tập đoàn Sunshine,-,450.000.000.000,,450000000000.0
- Đặt cọc chuyển nhượng cổ phần (i),- Đặt cọc chuyển nhượng cổ phần (i),- Đặt cọc chuyển nhượng cổ phần (i),-,450.000.000.000,,450000000000.0
Khác,Khác,Khác,6.239.409.666,222.536.698,6239409666.0,222536698.0
,,,86.880.014.461,918.152.536.698,86880014461.0,918152536698.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu ngắn hạn khác là các bên liên quan chủ yếu(Chỉ tiết tại Thuyết minh số 32),Trong đó: > Phải thu ngắn hạn khác là các bên liên quan chủ yếu(Chỉ tiết tại Thuyết minh số 32),Phải thu ngắn hạn khác là các bên liên quan chủ yếu(Chỉ tiết tại Thuyết minh số 32),6.163.895.666,450.000.000.000,6163895666.0,450000000000.0
