row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
I.,I.,I.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
1.,I. > 1.,1.,Lợi nhuận trước thuế,01,40.905.598.342,95.349.226.216,,1.0,40905598342.0,95349226216.0
2.,I. > 2.,2.,Điều chỉnh cho các khoản:Khấu hao tài sản cố định và bắt động sản đầu tư,02,8.279.866.759,8.998.442.760,,2.0,8279866759.0,8998442760.0
2.,I. > 2.,2.,Các khoản dự phòng,03,(11.355.817.315),12.319.602.469,,3.0,-11355817315.0,12319602469.0
2.,I. > 2.,2.,Lãi từ hoạt động đầu tư,05,(57.077.055.748),(195.257.953.878),,5.0,-57077055748.0,-195257953878.0
2.,I. > 2.,2.,Chi phí lãi vay,06,13.187.304.794,23.794.707.809,,6.0,13187304794.0,23794707809.0
3.,I. > 3.,3.,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,(6.060.103.168),(54.795.974.624),,8.0,-6060103168.0,-54795974624.0
3.,I. > 3.,3.,Thay đổi các khoản phải thu,09,412.603.864.010,135.329.202.750,,9.0,412603864010.0,135329202750.0
3.,I. > 3.,3.,Thay đổi hàng tồn kho,10,(6.091.782.091),90.380.846.789,,10.0,-6091782091.0,90380846789.0
3.,I. > 3.,3.,"Thay đổi các khoản phải trả (Không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,(52.920.098.128),(380.551.103.438),,11.0,-52920098128.0,-380551103438.0
3.,I. > 3.,3.,Thay đổi chi phí trả trước,12,1.043.526.235,13.791.804.005,,12.0,1043526235.0,13791804005.0
3.,I. > 3.,3.,Tiền lãi vay đã trả,14,(29.002.150.685),(8.401.144.110),,14.0,-29002150685.0,-8401144110.0
3.,I. > 3.,3.,Thuế thu nhập doanh nghiệp đã nộp,15,(31.702.462.342),(39.321.554.801),,15.0,-31702462342.0,-39321554801.0
3.,I. > 3.,3.,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,287.870.793.831,(243.567.923.429),,20.0,287870793831.0,-243567923429.0
II.,II.,II.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
1.,II. > 1.,1.,"Tiền chi mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",21,(26.165.621.236),(32.633.600.828),,21.0,-26165621236.0,-32633600828.0
2.,II. > 2.,2.,"Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",22,13.636.363.636,-,,22.0,13636363636.0,
3.,II. > 3.,3.,"Tiền chi cho vay, mua công cụ nợ của đơn vị khác",23,-,(121.923.130.000),,23.0,,-121923130000.0
4.,II. > 4.,4.,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,5.000.000.000,209.826.000.000,,24.0,5000000000.0,209826000000.0
5.,II. > 5.,5.,Tiền chi đầu tư góp vốn vào đơn vị khác,25,-,(1.830.075.000.000),,25.0,,-1830075000000.0
6.,II. > 6.,6.,Tiền thu hồi đầu tư vốn vào đơn vị khác,26,-,600.000.000.000,,26.0,,600000000000.0
7.,II. > 7.,7.,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,62.250.853.945,186.063.844.289,,27.0,62250853945.0,186063844289.0
7.,II. > 7.,7.,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,54.721.596.345,(988.741.886.539),,30.0,54721596345.0,-988741886539.0
