row_label_raw,row_label_full,col_0,Tiền gửi và cho vay các TCTD khác – gộpTriệu VND,Chứng khoán kinh doanh và đầu tư – gộpTriệu VND,Công cụ tài chính phải sinh (Tổng giá trị giao dịch theo hợp đồng)Triệu VND,Cho vay khách hàng – gộpTriệu VND,"Góp vốn,đầu tư dài hạn – gộpTriệu VND",Tiền gửi và vay NHNNVNTriệu VND,Tiền gửi và vay TCTD khácTriệu VND,Tiền gửi của khách hàngTriệu VND,Phát hành giấy tờ có giáTriệu VND,Nợ tiềm tàng và các cam kết tin dụng – gộpTriệu VND,numeric__Tiền gửi và cho vay các TCTD khác – gộpTriệu VND,numeric__Chứng khoán kinh doanh và đầu tư – gộpTriệu VND,numeric__Công cụ tài chính phải sinh (Tổng giá trị giao dịch theo hợp đồng)Triệu VND,numeric__Cho vay khách hàng – gộpTriệu VND,"numeric__Góp vốn,đầu tư dài hạn – gộpTriệu VND",numeric__Tiền gửi và vay NHNNVNTriệu VND,numeric__Tiền gửi và vay TCTD khácTriệu VND,numeric__Tiền gửi của khách hàngTriệu VND,numeric__Phát hành giấy tờ có giáTriệu VND,numeric__Nợ tiềm tàng và các cam kết tin dụng – gộpTriệu VND
Trong nước,Trong nước,Trong nước,86.080.735,98.908.216,49.354.239,526.765.206,1.461.642,54.255,70.755.166,559.468.909,36.753.523,115.518.733,86080735.0,98908216.0,49354239.0,526765206.0,1461642.0,54255.0,70755166.0,559468909.0,36753523.0,115518733.0
Nước ngoài,Nước ngoài,Nước ngoài,6.171.890,-,8.881,-,2.728.172,-,825.447,2.272.492,-,1.627.352,6171890.0,,8881.0,,2728172.0,,825447.0,2272492.0,,1627352.0
,,,92.252.625,98.908.216,49.363.120,526.765.206,4.189.814,54.255,71.580.613,561.741.401,36.753.523,117.146.085,92252625.0,98908216.0,49363120.0,526765206.0,4189814.0,54255.0,71580613.0,561741401.0,36753523.0,117146085.0
