row_label_raw,row_label_full,col_0,col_1,2025Triệu VND,2024Triệu VND,numeric__col_1,numeric__2025Triệu VND,numeric__2024Triệu VND
,,,,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
01,01,01,Thu nhập lãi và các khoản thu nhập tương tự nhận được,56.725.851,50.106.049,,56725851.0,50106049.0
02,02,02,Chi phí lãi và các chi phí tương tự đã trả,(27.740.828),(28.025.544),,-27740828.0,-28025544.0
03,03,03,Thu nhập từ hoạt động dịch vụ nhận được,2.791.930,2.681.161,,2791930.0,2681161.0
04,04,04,"Chênh lệch số tiền thực thu từ hoạt động kinh doanh ngoại tệ, vàng và chứng khoán",912.443,1.267.733,,912443.0,1267733.0
05,05,05,Chi phí khác đã chi,(266.002),(209.429),,-266002.0,-209429.0
06,06,06,"Tiền thu các khoản nợ đã được xử lý xóa, bù đáp bằng nguồn rủi ro",1.406.390,111.597,,1406390.0,111597.0
07,07,07,"Tiền chi trả cho nhân viên, hoạt động quản lý",(12.777.251),(11.652.571),,-12777251.0,-11652571.0
08,08,08,Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,(2.707.502),(2.466.408),,-2707502.0,-2466408.0
,,,Lưu chuyển tiền từ hoạt động kinh doanh trước những thay đổi về tài sản và công nợ hoạt động,18.345.031,11.812.588,,18345031.0,11812588.0
,,,Những thay đổi về tài sản hoạt động,(91.397.029),(72.247.826),,-91397029.0,-72247826.0
09,09,09,Giảm/(tăng) các khoản tiền gửi tại và cho vay các tổ chức tín dụng (“TCTD”) khác,4.487.270,(7.822.044),,4487270.0,-7822044.0
10,10,10,Tăng các khoản về kinh doanh chứng khoán,(1.899.935),(10.358.358),,-1899935.0,-10358358.0
11,11,11,Tăng các công cụ tài chính phải sinh và các tài sản tài chính khác,(289.006),(37.453),,-289006.0,-37453.0
12,12,12,Tăng các khoản cho vay khách hàng,(85.322.580),(54.909.526),,-85322580.0,-54909526.0
13,13,13,Giảm nguồn dự phòng để bù đáp tổn thất các khoản,(5.402.444),(2.061.284),,-5402444.0,-2061284.0
14,14,14,(Tăng)/giảm khác về tài sản hoạt động,(2.970.334),2.940.839,,-2970334.0,2940839.0
,,,Những thay đổi về công nợ hoạt động,164.764.861,98.519.747,,164764861.0,98519747.0
15,15,15,Tăng các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,22.192.661,34.927,,22192661.0,34927.0
16,16,16,Tăng tiền gửi và vay các TCTD khác,85.909.504,34.285.141,,85909504.0,34285141.0
17,17,17,Tăng tiền gửi của khách hàng,51.272.592,55.305.798,,51272592.0,55305798.0
18,18,18,Tăng phát hành giấy tờ có giá,6.250.129,9.220.305,,6250129.0,9220305.0
21,21,21,(Giảm)/tăng khác về công nợ hoạt động,(472.437),524.409,,-472437.0,524409.0
22,22,22,Chi từ các quỹ của TCTD,(387.588),(850.833),,-387588.0,-850833.0
I,I,I,LUU CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNG KINH DOANH,91.712.863,38.084.509,,91712863.0,38084509.0
