row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2025 Triệu VND,31/12/2024 Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2025 Triệu VND,numeric__31/12/2024 Triệu VND
A,A,A,TÀI SẢN,,,,,,,
I,A > I,I,Tiền mặt và vàng,4,5.128.547,7.948.136,,4.0,5128547.0,7948136.0
II,A > II,II,Tiền gửi tại Ngân hàng Nhà nước Việt Nam,5,15.247.930,15.773.101,,5.0,15247930.0,15773101.0
III,A > III,III,Tiền gửi và cho vay các tổ chức tín dụng khác,6,178.264.842,92.252.625,,6.0,178264842.0,92252625.0
1,A > 1,1,Tiền gửi tại các tổ chức tín dụng khác,,171.060.068,80.560.581,,,171060068.0,80560581.0
2,A > 2,2,Cho vay các tổ chức tín dụng khác,,7.204.774,11.692.044,,,7204774.0,11692044.0
V,A > V,V,Các công cụ tài chính phải sinh và các tài sản tài chính khác,7,234.999,-,,7.0,234999.0,
1,A > 1,1,Các công cụ tài chính phải sinh và các tài sản tài chính khác,,234.999,-,,,234999.0,
VI,A > VI,VI,Cho vay khách hàng,,593.048.795,518.699.691,,,593048795.0,518699691.0
1,A > 1,1,Cho vay khách hàng,8,612.087.786,526.765.206,,8.0,612087786.0,526765206.0
2,A > 2,2,Dự phòng rủi ro cho vay khách hàng,9,(19.038.991),(8.065.515),,9.0,-19038991.0,-8065515.0
VIII,A > VIII,VIII,Chứng khoán đầu tư,10,92.120.677,85.638.228,,10.0,92120677.0,85638228.0
1,A > 1,1,Chứng khoán đầu tư sẵn sàng để bán,,33.039.340,23.545.019,,,33039340.0,23545019.0
2,A > 2,2,Chứng khoán đầu tư giữ đến ngày đáo hạn,,67.177.859,75.363.197,,,67177859.0,75363197.0
3,A > 3,3,Dự phòng rủi ro chứng khoán đầu tư,,(8.096.522),(13.269.988),,,-8096522.0,-13269988.0
IX,A > IX,IX,"Góp vốn, đầu tư dài hạn",11,3.542.869,3.614.879,,11.0,3542869.0,3614879.0
1,A > 1,1,Đầu tư vào công ty con,,4.093.172,4.093.172,,,4093172.0,4093172.0
4,A > 4,4,Đầu tư dài hạn khác,,96.642,96.642,,,96642.0,96642.0
5,A > 5,5,Dự phòng giám giá đầu tư dài hạn,,(646.945),(574.935),,,-646945.0,-574935.0
X,A > X,X,Tài sản cố định,,6.844.079,7.133.243,,,6844079.0,7133243.0
1,A > 1,1,Tài sản cố định hữu hình,12,3.987.512,4.194.528,,12.0,3987512.0,4194528.0
a,A > a,a,Nguyên giá,,8.719.783,8.374.796,,,8719783.0,8374796.0
b,A > b,b,Giá trị hao mòn lũy kế,,(4.732.271),(4.180.268),,,-4732271.0,-4180268.0
3,A > 3,3,Tài sản cố định vô hình,13,2.856.567,2.938.715,,13.0,2856567.0,2938715.0
a,A > a,a,Nguyên giá,,4.983.288,4.894.890,,,4983288.0,4894890.0
b,A > b,b,Giá trị hao mòn lũy kế,,(2.126.721),(1.956.175),,,-2126721.0,-1956175.0
XII,A > XII,XII,Tài sản Có khác,14,14.199.814,9.983.218,,14.0,14199814.0,9983218.0
1,A > 1,1,Các khoản phải thu,14(a),9.493.086,6.342.011,,,9493086.0,6342011.0
2,A > 2,2,"Các khoản lãi, phí phải thu",14(b),5.610.100,5.200.168,,,5610100.0,5200168.0
3,A > 3,3,Tài sản thuế thu nhập doanh nghiệp hoãn lại,,641.711,615.134,,,641711.0,615134.0
4,A > 4,4,Tài sản Có khác,14(c),1.992.829,1.334.781,,,1992829.0,1334781.0
5,A > 5,5,Các khoản dự phòng rủi ro cho các tài sản Có nội bằng khác,14(d),(3.537.912),(3.508.876),,,-3537912.0,-3508876.0
,,,TỔNG TÀI SẢN,,908.632.552,741.043.121,,,908632552.0,741043121.0
