row_label_raw,row_label_full,col_0,Tiền gửi và cho vay các TCTD khác – gộpTriệu VND,Chứng khoán kinh doanh và đầu tư – gộpTriệu VND,Công cụ tài chính phải sinh (Tổng giá trị giao dịch theo hợp đồng)Triệu VND,Cho vay khách hàng – gộpTriệu VND,"Góp vốn, dầu tư dài hạn – gộpTriệu VND",Tiền gửi và vay NHNNVNTriệu VND,Tiền gửi và vay TCTD khácTriệu VND,Tiền gửi của khách hàngTriệu VND,Phát hành giấy tờ có giáTriệu VND,Nợ tiềm tàng và các cam kết tin dụng – gộpTriệu VND,numeric__Tiền gửi và cho vay các TCTD khác – gộpTriệu VND,numeric__Chứng khoán kinh doanh và đầu tư – gộpTriệu VND,numeric__Công cụ tài chính phải sinh (Tổng giá trị giao dịch theo hợp đồng)Triệu VND,numeric__Cho vay khách hàng – gộpTriệu VND,"numeric__Góp vốn, dầu tư dài hạn – gộpTriệu VND",numeric__Tiền gửi và vay NHNNVNTriệu VND,numeric__Tiền gửi và vay TCTD khácTriệu VND,numeric__Tiền gửi của khách hàngTriệu VND,numeric__Phát hành giấy tờ có giáTriệu VND,numeric__Nợ tiềm tàng và các cam kết tin dụng – gộpTriệu VND
Trong nước,Trong nước,Trong nước,170.328.846,100.217.199,33.026.481,612.087.786,1.461.642,22.246.916,156.154.903,610.514.854,39.184.704,74.720.273,170328846.0,100217199.0,33026481.0,612087786.0,1461642.0,22246916.0,156154903.0,610514854.0,39184704.0,74720273.0
Nước ngoài,Nước ngoài,Nước ngoài,7.935.996,-,633.488,-,2.728.172,-,1.239.372,2.499.139,-,1.955.675,7935996.0,,633488.0,,2728172.0,,1239372.0,2499139.0,,1955675.0
,,,178.264.842,100.217.199,33.659.969,612.087.786,4.189.814,22.246.916,157.394.275,613.013.993,39.184.704,76.675.948,178264842.0,100217199.0,33659969.0,612087786.0,4189814.0,22246916.0,157394275.0,613013993.0,39184704.0,76675948.0
