row_label_raw,row_label_full,col_0,31/12/2025,31/12/2025_1,31/12/2024,31/12/2024_1,numeric__31/12/2025,numeric__31/12/2025_1,numeric__31/12/2024,numeric__31/12/2024_1
,,,Số dưtài sản cóTriệuVND,Dự phòngTriệu VND,Số durtài sản cóTriệu VND,Dự phòngTriệu VND,,,,
Tài sản nhận cán trừ nợ,Tài sản nhận cán trừ nợ,Tài sản nhận cán trừ nợ,1.600.347,1.303.989,1.600.340,1.302.843,1600347.0,1303989.0,1600340.0,1302843.0
Các khoản phải thu từ các hợp đồngmua và cam kết bán lại chứng khoán,Các khoản phải thu từ các hợp đồngmua và cam kết bán lại chứng khoán,Các khoản phải thu từ các hợp đồngmua và cam kết bán lại chứng khoán,950.647,950.647,950.647,950.647,950647.0,950647.0,950647.0,950647.0
Phải thu Công ty Cổ phần Thương mạiVàng bạc đá quý Phương Nam,Phải thu Công ty Cổ phần Thương mạiVàng bạc đá quý Phương Nam,Phải thu Công ty Cổ phần Thương mạiVàng bạc đá quý Phương Nam,503.639,503.639,503.639,503.639,503639.0,503639.0,503639.0,503639.0
Các khoản phải thu bên ngoài,Các khoản phải thu bên ngoài,Các khoản phải thu bên ngoài,728.137,728.137,701.021,700.247,728137.0,728137.0,701021.0,700247.0
Tài sản Có khác,Tài sản Có khác,Tài sản Có khác,51.500,51.500,51.500,51.500,51500.0,51500.0,51500.0,51500.0
,,,3.834.270,3.537.912,3.807.147,3.508.876,3834270.0,3537912.0,3807147.0,3508876.0
Trong đó: Các khoản được xử lý theoĐề án tái cơ cấu sau sáp nhập (*),Trong đó: Các khoản được xử lý theoĐề án tái cơ cấu sau sáp nhập (*),Trong đó: Các khoản được xử lý theoĐề án tái cơ cấu sau sáp nhập (*),3.065.099,2.779.260,3.065.092,2.779.260,3065099.0,2779260.0,3065092.0,2779260.0
- Tài sản nhận cán trừ nợ (**),- Tài sản nhận cán trừ nợ (**),- Tài sản nhận cán trừ nợ (**),1.559.313,1.273.474,1.559.306,1.273.474,1559313.0,1273474.0,1559306.0,1273474.0
- Các khoản phải thu từ các hợp đồngmua và cam kết bán lại chứngkhoán,- Các khoản phải thu từ các hợp đồngmua và cam kết bán lại chứngkhoán,- Các khoản phải thu từ các hợp đồngmua và cam kết bán lại chứngkhoán,950.647,950.647,950.647,950.647,950647.0,950647.0,950647.0,950647.0
- Phải thu Công ty Cổ phần Thươngmại Vàng bạc Đá quý Phương Nam,- Phải thu Công ty Cổ phần Thươngmại Vàng bạc Đá quý Phương Nam,- Phải thu Công ty Cổ phần Thươngmại Vàng bạc Đá quý Phương Nam,503.639,503.639,503.639,503.639,503639.0,503639.0,503639.0,503639.0
- Tài sản Có khác (Thuyết minh14(c)(iii)),- Tài sản Có khác (Thuyết minh14(c)(iii)),- Tài sản Có khác (Thuyết minh14(c)(iii)),51.500,51.500,51.500,51.500,51500.0,51500.0,51500.0,51500.0
