row_label_raw,row_label_full,col_0,31/12/2025Triệu VND,31/12/2024Triệu VND,numeric__31/12/2025Triệu VND,numeric__31/12/2024Triệu VND
Rủi ro tín dụng liên quan đến các tài sản nội bằng,Rủi ro tín dụng liên quan đến các tài sản nội bằng,Rủi ro tín dụng liên quan đến các tài sản nội bằng,Rủi ro tín dụng liên quan đến các tài sản nội bằng,Rủi ro tín dụng liên quan đến các tài sản nội bằng,,
Tiền gửi tại NHNNVN,Rủi ro tín dụng liên quan đến các tài sản nội bằng > Tiền gửi tại NHNNVN,Tiền gửi tại NHNNVN,15.247.930,15.773.101,15247930.0,15773101.0
Tiền gửi và cho vay các tổ chức tín dụng khác,Rủi ro tín dụng liên quan đến các tài sản nội bằng > Tiền gửi và cho vay các tổ chức tín dụng khác,Tiền gửi và cho vay các tổ chức tín dụng khác,178.264.842,92.252.625,178264842.0,92252625.0
Cho vay khách hàng – gộp,Rủi ro tín dụng liên quan đến các tài sản nội bằng > Cho vay khách hàng – gộp,Cho vay khách hàng – gộp,612.087.786,526.765.206,612087786.0,526765206.0
Chứng khoán nợ đầu tư – gộp,Rủi ro tín dụng liên quan đến các tài sản nội bằng > Chứng khoán nợ đầu tư – gộp,Chứng khoán nợ đầu tư – gộp,100.211.619,98.902.636,100211619.0,98902636.0
Tài sản tài chính khác – gộp,Rủi ro tín dụng liên quan đến các tài sản nội bằng > Tài sản tài chính khác – gộp,Tài sản tài chính khác – gộp,11.296.067,8.825.271,11296067.0,8825271.0
,,,917.108.244,742.518.839,917108244.0,742518839.0
Rủi ro tín dụng liên quan đến các tài sản ngoại bằng – gộp,Rủi ro tín dụng liên quan đến các tài sản ngoại bằng – gộp,Rủi ro tín dụng liên quan đến các tài sản ngoại bằng – gộp,Rủi ro tín dụng liên quan đến các tài sản ngoại bằng – gộp,Rủi ro tín dụng liên quan đến các tài sản ngoại bằng – gộp,,
Các hợp đồng bảo lãnh tài chính,Rủi ro tín dụng liên quan đến các tài sản ngoại bằng – gộp > Các hợp đồng bảo lãnh tài chính,Các hợp đồng bảo lãnh tài chính,13.970.850,12.231.873,13970850.0,12231873.0
Các cam kết trong thư tín dụng,Rủi ro tín dụng liên quan đến các tài sản ngoại bằng – gộp > Các cam kết trong thư tín dụng,Các cam kết trong thư tín dụng,8.442.889,7.931.696,8442889.0,7931696.0
Các cam kết khác,Rủi ro tín dụng liên quan đến các tài sản ngoại bằng – gộp > Các cam kết khác,Các cam kết khác,38.355,-,38355.0,
,,,22.452.094,20.163.569,22452094.0,20163569.0
,,,939.560.338,762.682.408,939560338.0,762682408.0
