row_label_raw,row_label_full,col_0,Tỷ lệ dự trữ bắt buộc,Tỷ lệ dự trữ bắt buộc_1,numeric__Tỷ lệ dự trữ bắt buộc,numeric__Tỷ lệ dự trữ bắt buộc_1
,,,31/12/2025,31/12/2024,,
Đối với tiền gửi của khách hàng:,Đối với tiền gửi của khách hàng:,Đối với tiền gửi của khách hàng:,,,,
▪ Tiền gửi bằng VND không kỳ hạn và có kỳ hạn dưới 12 tháng,Đối với tiền gửi của khách hàng: > ▪ Tiền gửi bằng VND không kỳ hạn và có kỳ hạn dưới 12 tháng,▪ Tiền gửi bằng VND không kỳ hạn và có kỳ hạn dưới 12 tháng,"3,00%","3,00%",0.03,0.03
▪ Tiền gửi bằng VND có kỳ hạn từ 12 tháng trở lên,Đối với tiền gửi của khách hàng: > ▪ Tiền gửi bằng VND có kỳ hạn từ 12 tháng trở lên,▪ Tiền gửi bằng VND có kỳ hạn từ 12 tháng trở lên,"1,00%","1,00%",0.01,0.01
▪ Tiền gửi bằng ngoại tệ không kỳ hạn và có kỳ hạn dưới 12 tháng,Đối với tiền gửi của khách hàng: > ▪ Tiền gửi bằng ngoại tệ không kỳ hạn và có kỳ hạn dưới 12 tháng,▪ Tiền gửi bằng ngoại tệ không kỳ hạn và có kỳ hạn dưới 12 tháng,"8,00%","8,00%",0.08,0.08
▪ Tiền gửi bằng ngoại tệ có kỳ hạn từ 12 tháng trở lên,Đối với tiền gửi của khách hàng: > ▪ Tiền gửi bằng ngoại tệ có kỳ hạn từ 12 tháng trở lên,▪ Tiền gửi bằng ngoại tệ có kỳ hạn từ 12 tháng trở lên,"6,00%","6,00%",0.06,0.06
Đối với tiền gửi của các tổ chức tin dụng nước ngoài:,Đối với tiền gửi của các tổ chức tin dụng nước ngoài:,Đối với tiền gửi của các tổ chức tin dụng nước ngoài:,,,,
▪ Tiền gửi bằng ngoại tệ,Đối với tiền gửi của các tổ chức tin dụng nước ngoài: > ▪ Tiền gửi bằng ngoại tệ,▪ Tiền gửi bằng ngoại tệ,"1,00%","1,00%",0.01,0.01
