row_label_raw,row_label_full,col_0,31.12.2022VND,01.01.2022VND,numeric__31.12.2022VND,numeric__01.01.2022VND
Bên liên quan,Bên liên quan,Bên liên quan,73.032.991.055,-,73032991055.0,
Công ty Cổ phần Tập đoàn Đẻo Cả,Công ty Cổ phần Tập đoàn Đẻo Cả,Công ty Cổ phần Tập đoàn Đẻo Cả,73.032.991.055,-,73032991055.0,
Bên thứ ba,Bên thứ ba,Bên thứ ba,38.900.254.873,7.648.775.163,38900254873.0,7648775163.0
Công ty Cổ phần Cao tốc Cam Lâm - Vĩnh Hảo,Công ty Cổ phần Cao tốc Cam Lâm - Vĩnh Hảo,Công ty Cổ phần Cao tốc Cam Lâm - Vĩnh Hảo,31.662.067.026,-,31662067026.0,
Công ty TNHH Đồng Thuận Hà,Công ty TNHH Đồng Thuận Hà,Công ty TNHH Đồng Thuận Hà,2.618.762.684,-,2618762684.0,
Tổng Công ty Xây dựng Lũng Lô,Tổng Công ty Xây dựng Lũng Lô,Tổng Công ty Xây dựng Lũng Lô,2.475.005.925,2.475.005.925,2475005925.0,2475005925.0
Công ty Cổ phần XD Công trình Ngầm,Công ty Cổ phần XD Công trình Ngầm,Công ty Cổ phần XD Công trình Ngầm,1.495.821.371,1.495.821.371,1495821371.0,1495821371.0
Công ty Xăng dầu khu vực V - TNHH một thành viên,Công ty Xăng dầu khu vực V - TNHH một thành viên,Công ty Xăng dầu khu vực V - TNHH một thành viên,-,3.000.000.000,,3000000000.0
Đối tượng khác,Đối tượng khác,Đối tượng khác,648.597.867,677.947.867,648597867.0,677947867.0
Cộng,Cộng,Cộng,111.933.245.928,7.648.775.163,111933245928.0,7648775163.0
