row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,31.12.2022VND,01.01.2022VND,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__31.12.2022VND,numeric__01.01.2022VND
PHẢI TRẢ NGƯỜI BÁN NGẮN HẠN,PHẢI TRẢ NGƯỜI BÁN NGẮN HẠN,PHẢI TRẢ NGƯỜI BÁN NGẮN HẠN,PHẢI TRẢ NGƯỜI BÁN NGẮN HẠN,PHẢI TRẢ NGƯỜI BÁN NGẮN HẠN,91.361.536.285,55.613.530.966,,,91361536285.0,55613530966.0
Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,Công ty liên kết,Phải trả mua vật tư,9.660.979.849,-,,,9660979849.0,
Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,Công ty liên kết,Cộng,9.660.979.849,-,,,9660979849.0,
Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty mẹ,Phải trả tiền vé máy bay,2.225.900.836,1.496.249.851,,,2225900836.0,1496249851.0
Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty mẹ,Phải trả tiền cung cấp công nghệ thông tin,3.919.434.750,2.746.185.750,,,3919434750.0,2746185750.0
Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty mẹ,"Phải trả mua công cụ dụng cụ, tài sản",558.936.253,558.936.253,,,558936253.0,558936253.0
Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty mẹ,Phải trả mua vật tư,37.782.586.521,19.270.116.299,,,37782586521.0,19270116299.0
Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty mẹ,Phải trả mua đồng phục,3.765.389.805,1.304.174.025,,,3765389805.0,1304174025.0
Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty mẹ,Phải trả chi phí đào tạo thạc sĩ,580.000.000,580.000.000,,,580000000.0,580000000.0
Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty mẹ,Phải trả khác,6.467.378.826,6.467.378.826,,,6467378826.0,6467378826.0
Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty mẹ,Cộng,55.299.626.991,32.423.041.004,,,55299626991.0,32423041004.0
Công ty Cổ phần An ninh Đèo Cả,Công ty Cổ phần An ninh Đèo Cả,Công ty Cổ phần An ninh Đèo Cả,Người có liên quan của Trường Ban kiểm soát Nguyễn Minh Giang,Phải trả cung cấp dịch vụ,15.514.580.146,15.548.127.266,,,15514580146.0,15548127266.0
Công ty Cổ phần An ninh Đèo Cả,Công ty Cổ phần An ninh Đèo Cả,Công ty Cổ phần An ninh Đèo Cả,Người có liên quan của Trường Ban kiểm soát Nguyễn Minh Giang,Cộng,15.514.580.146,15.548.127.266,,,15514580146.0,15548127266.0
Công ty Cổ phần Tư vấn Xây dựng Hoàng Long,Công ty Cổ phần Tư vấn Xây dựng Hoàng Long,Công ty Cổ phần Tư vấn Xây dựng Hoàng Long,"Người có liên quan của Thành viên HĐQT, TGD Nguyễn Quang Huy đến ngày 24/03/2022",Phải trả cung cấp dịch vụ,-,1.796.396.412,,,,1796396412.0
Công ty Cổ phần Tư vấn Xây dựng Hoàng Long,Công ty Cổ phần Tư vấn Xây dựng Hoàng Long,Công ty Cổ phần Tư vấn Xây dựng Hoàng Long,"Người có liên quan của Thành viên HĐQT, TGD Nguyễn Quang Huy đến ngày 24/03/2022",Cộng,-,1.796.396.412,,,,1796396412.0
