row_label_raw,row_label_full,col_0,col_1,col_2,Năm tài chínhkết thúc ngày 31 tháng 12 năm,Năm tài chínhkết thúc ngày 31 tháng 12 năm_1,numeric__col_1,numeric__col_2,numeric__Năm tài chínhkết thúc ngày 31 tháng 12 năm,numeric__Năm tài chínhkết thúc ngày 31 tháng 12 năm_1
,,,,,2022VND,2021VND,,,,
Bên liên quan,Bên liên quan,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,,,,,,
Công ty Cổ phần Đầu tư Hải Thạch B.O.T,Bên liên quan > Công ty Cổ phần Đầu tư Hải Thạch B.O.T,Công ty Cổ phần Đầu tư Hải Thạch B.O.T,Cổ đông lớn,Chi phí tài chính,10.125.677.282,5.540.931.508,,,10125677282.0,5540931508.0
Công ty Cổ phần Đầu tư Hải Thạch B.O.T,Bên liên quan > Công ty Cổ phần Đầu tư Hải Thạch B.O.T,Công ty Cổ phần Đầu tư Hải Thạch B.O.T,Cổ đông lớn,Chi phí lãi vay,10.125.677.282,5.540.931.508,,,10125677282.0,5540931508.0
Công ty Cổ phần Đầu tư Hải Thạch B.O.T,Bên liên quan > Công ty Cổ phần Đầu tư Hải Thạch B.O.T,Công ty Cổ phần Đầu tư Hải Thạch B.O.T,Cổ đông lớn,Giao dịch khác,428.119.850.000,125.400.000.000,,,428119850000.0,125400000000.0
Công ty Cổ phần Đầu tư Hải Thạch B.O.T,Bên liên quan > Công ty Cổ phần Đầu tư Hải Thạch B.O.T,Công ty Cổ phần Đầu tư Hải Thạch B.O.T,Cổ đông lớn,Nhận tiền vay,-,125.400.000.000,,,,125400000000.0
Công ty Cổ phần Đầu tư Hải Thạch B.O.T,Bên liên quan > Công ty Cổ phần Đầu tư Hải Thạch B.O.T,Công ty Cổ phần Đầu tư Hải Thạch B.O.T,Cổ đông lớn,Trả tiền vay,69.288.600.000,-,,,69288600000.0,
Công ty Cổ phần Đầu tư Hải Thạch B.O.T,Bên liên quan > Công ty Cổ phần Đầu tư Hải Thạch B.O.T,Công ty Cổ phần Đầu tư Hải Thạch B.O.T,Cổ đông lớn,Góp vốn,358.831.250.000,-,,,358831250000.0,
Công ty Cổ phần Tư vấn Xây dựng A2Z,Bên liên quan > Công ty Cổ phần Tư vấn Xây dựng A2Z,Công ty Cổ phần Tư vấn Xây dựng A2Z,Người có liên quan của Thành viên Ban kiểm soát Phan Thị Mai đến ngày 19/4/2022,"Bán hàng hóa, dịch vụ",95.454.546,8.820.945.419,,,95454546.0,8820945419.0
Công ty Cổ phần Tư vấn Xây dựng A2Z,Bên liên quan > Công ty Cổ phần Tư vấn Xây dựng A2Z,Công ty Cổ phần Tư vấn Xây dựng A2Z,Người có liên quan của Thành viên Ban kiểm soát Phan Thị Mai đến ngày 19/4/2022,Doanh thu cho thuê xe,95.454.546,381.818.184,,,95454546.0,381818184.0
Công ty Cổ phần Tư vấn Xây dựng A2Z,Bên liên quan > Công ty Cổ phần Tư vấn Xây dựng A2Z,Công ty Cổ phần Tư vấn Xây dựng A2Z,Người có liên quan của Thành viên Ban kiểm soát Phan Thị Mai đến ngày 19/4/2022,Doanh thu cung cấp dịch vụ,-,8.439.127.235,,,,8439127235.0
Công ty Cổ phần Tư vấn Xây dựng A2Z,Bên liên quan > Công ty Cổ phần Tư vấn Xây dựng A2Z,Công ty Cổ phần Tư vấn Xây dựng A2Z,Người có liên quan của Thành viên Ban kiểm soát Phan Thị Mai đến ngày 19/4/2022,Chi phí tài chính,-,19.397.260,,,,19397260.0
Công ty Cổ phần Tư vấn Xây dựng A2Z,Bên liên quan > Công ty Cổ phần Tư vấn Xây dựng A2Z,Công ty Cổ phần Tư vấn Xây dựng A2Z,Người có liên quan của Thành viên Ban kiểm soát Phan Thị Mai đến ngày 19/4/2022,Chi phí lãi vay,-,19.397.260,,,,19397260.0
Công ty Cổ phần Tư vấn Xây dựng A2Z,Bên liên quan > Công ty Cổ phần Tư vấn Xây dựng A2Z,Công ty Cổ phần Tư vấn Xây dựng A2Z,Người có liên quan của Thành viên Ban kiểm soát Phan Thị Mai đến ngày 19/4/2022,Giao dịch khác,-,2.160.027.397,,,,2160027397.0
Công ty Cổ phần Tư vấn Xây dựng A2Z,Bên liên quan > Công ty Cổ phần Tư vấn Xây dựng A2Z,Công ty Cổ phần Tư vấn Xây dựng A2Z,Người có liên quan của Thành viên Ban kiểm soát Phan Thị Mai đến ngày 19/4/2022,Trả tiền vay,-,2.000.000.000,,,,2000000000.0
Công ty Cổ phần Tư vấn Xây dựng A2Z,Bên liên quan > Công ty Cổ phần Tư vấn Xây dựng A2Z,Công ty Cổ phần Tư vấn Xây dựng A2Z,Người có liên quan của Thành viên Ban kiểm soát Phan Thị Mai đến ngày 19/4/2022,Thanh toán tiền lãi vay,-,160.027.397,,,,160027397.0
Công ty Cổ phần An ninh Đẻo Cả,Bên liên quan > Công ty Cổ phần An ninh Đẻo Cả,Công ty Cổ phần An ninh Đẻo Cả,Người có liên quan của Trường Ban kiểm soát Nguyễn Minh Giang,"Mua hàng hóa, dịch vụ",27.149.203.000,25.925.674.652,,,27149203000.0,25925674652.0
Công ty Cổ phần An ninh Đẻo Cả,Bên liên quan > Công ty Cổ phần An ninh Đẻo Cả,Công ty Cổ phần An ninh Đẻo Cả,Người có liên quan của Trường Ban kiểm soát Nguyễn Minh Giang,Chi phí dịch vụ bảo vệ,27.149.203.000,25.925.674.652,,,27149203000.0,25925674652.0
Công ty Cổ phần Tư vấn Xây dựng Hoàng Long,Bên liên quan > Công ty Cổ phần Tư vấn Xây dựng Hoàng Long,Công ty Cổ phần Tư vấn Xây dựng Hoàng Long,"Người có liên quan của Thành viên HĐQT, TGD Nguyễn Quang Huy đến ngày 24/03/2022","Bán hàng hóa, dịch vụ",106.363.638,430.909.086,,,106363638.0,430909086.0
Công ty Cổ phần Tư vấn Xây dựng Hoàng Long,Bên liên quan > Công ty Cổ phần Tư vấn Xây dựng Hoàng Long,Công ty Cổ phần Tư vấn Xây dựng Hoàng Long,"Người có liên quan của Thành viên HĐQT, TGD Nguyễn Quang Huy đến ngày 24/03/2022",Doanh thu thuê xe,106.363.638,430.909.086,,,106363638.0,430909086.0
Công ty Cổ phần Tư vấn Xây dựng Hoàng Long,Bên liên quan > Công ty Cổ phần Tư vấn Xây dựng Hoàng Long,Công ty Cổ phần Tư vấn Xây dựng Hoàng Long,"Người có liên quan của Thành viên HĐQT, TGD Nguyễn Quang Huy đến ngày 24/03/2022","Mua hàng hóa, dịch vụ",-,3.855.407.732,,,,3855407732.0
Công ty Cổ phần Tư vấn Xây dựng Hoàng Long,Bên liên quan > Công ty Cổ phần Tư vấn Xây dựng Hoàng Long,Công ty Cổ phần Tư vấn Xây dựng Hoàng Long,"Người có liên quan của Thành viên HĐQT, TGD Nguyễn Quang Huy đến ngày 24/03/2022","Chi phí thí nghiệm công trình, tư vấn",-,3.855.407.732,,,,3855407732.0
Công ty Cổ phần Tư vấn Xây dựng Hoàng Long,Bên liên quan > Công ty Cổ phần Tư vấn Xây dựng Hoàng Long,Công ty Cổ phần Tư vấn Xây dựng Hoàng Long,"Người có liên quan của Thành viên HĐQT, TGD Nguyễn Quang Huy đến ngày 24/03/2022",74,,,,74.0,,
