row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,31.12.2022VND,01.01.2022VND,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__31.12.2022VND,numeric__01.01.2022VND
PHẢI THU KHÁCH HÀNG NGẮN HẠN (tiếp theo),PHẢI THU KHÁCH HÀNG NGẮN HẠN (tiếp theo),PHẢI THU KHÁCH HÀNG NGẮN HẠN (tiếp theo),PHẢI THU KHÁCH HÀNG NGẮN HẠN (tiếp theo),PHẢI THU KHÁCH HÀNG NGẮN HẠN (tiếp theo),PHẢI THU KHÁCH HÀNG NGẮN HẠN (tiếp theo),PHẢI THU KHÁCH HÀNG NGẮN HẠN (tiếp theo),,,,
Công ty Cổ phần Đầu tư BOT Đẻo Cả Khánh Hòa,PHẢI THU KHÁCH HÀNG NGẮN HẠN (tiếp theo) > Công ty Cổ phần Đầu tư BOT Đẻo Cả Khánh Hòa,Công ty Cổ phần Đầu tư BOT Đẻo Cả Khánh Hòa,Công ty liên kết,"Phải thu duy tu bảo dưỡng hầm, đường",3.520.876.000,775.564.000,,,3520876000.0,775564000.0
Công ty Cổ phần Đầu tư BOT Đẻo Cả Khánh Hòa,PHẢI THU KHÁCH HÀNG NGẮN HẠN (tiếp theo) > Công ty Cổ phần Đầu tư BOT Đẻo Cả Khánh Hòa,Công ty Cổ phần Đầu tư BOT Đẻo Cả Khánh Hòa,Công ty liên kết,Phải thu vận hành các trạm thu phí,4.598.838.600,2.346.951.400,,,4598838600.0,2346951400.0
Công ty Cổ phần Đầu tư BOT Đẻo Cả Khánh Hòa,PHẢI THU KHÁCH HÀNG NGẮN HẠN (tiếp theo) > Công ty Cổ phần Đầu tư BOT Đẻo Cả Khánh Hòa,Công ty Cổ phần Đầu tư BOT Đẻo Cả Khánh Hòa,Công ty liên kết,Phải thu thi công trung tu Cộng,5.241.465.095,4.895.625.934,,,5241465095.0,4895625934.0
Công ty Cổ phần Đầu tư BOT Đẻo Cả Khánh Hòa,PHẢI THU KHÁCH HÀNG NGẮN HẠN (tiếp theo) > Công ty Cổ phần Đầu tư BOT Đẻo Cả Khánh Hòa,Công ty Cổ phần Đầu tư BOT Đẻo Cả Khánh Hòa,Công ty liên kết,Phải thu thi công trung tu Cộng,13.361.179.695,8.018.141.334,,,13361179695.0,8018141334.0
Công ty Cổ phần Tập Đoàn Đẻo Cả,PHẢI THU KHÁCH HÀNG NGẮN HẠN (tiếp theo) > Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty mẹ,Phải thu ngắn hạn khách hàng Cộng,-,140.481.698.327,,,,140481698327.0
Công ty Cổ phần Tập Đoàn Đẻo Cả,PHẢI THU KHÁCH HÀNG NGẮN HẠN (tiếp theo) > Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty Cổ phần Tập Đoàn Đẻo Cả,Công ty mẹ,Phải thu ngắn hạn khách hàng Cộng,-,140.481.698.327,,,,140481698327.0
Công ty Cổ phần Tư vấn Xây dựng A2Z,PHẢI THU KHÁCH HÀNG NGẮN HẠN (tiếp theo) > Công ty Cổ phần Tư vấn Xây dựng A2Z,Công ty Cổ phần Tư vấn Xây dựng A2Z,Người có liên quan của Thành viên Ban kiểm soát Phan Thị Mai đến ngày 19/4/2022,Phải thu cho thuê xe,-,420.000.000,,,,420000000.0
Công ty Cổ phần Tư vấn Xây dựng A2Z,PHẢI THU KHÁCH HÀNG NGẮN HẠN (tiếp theo) > Công ty Cổ phần Tư vấn Xây dựng A2Z,Công ty Cổ phần Tư vấn Xây dựng A2Z,Người có liên quan của Thành viên Ban kiểm soát Phan Thị Mai đến ngày 19/4/2022,Phải thu cung cấp dịch vụ Cộng,-,6.236.906.673,,,,6236906673.0
Công ty Cổ phần Tư vấn Xây dựng A2Z,PHẢI THU KHÁCH HÀNG NGẮN HẠN (tiếp theo) > Công ty Cổ phần Tư vấn Xây dựng A2Z,Công ty Cổ phần Tư vấn Xây dựng A2Z,Người có liên quan của Thành viên Ban kiểm soát Phan Thị Mai đến ngày 19/4/2022,Phải thu cung cấp dịch vụ Cộng,-,6.656.906.673,,,,6656906673.0
Công ty Cổ phần Quản lý và Khai thác đường Cao tốc Đẻo Cả,PHẢI THU KHÁCH HÀNG NGẮN HẠN (tiếp theo) > Công ty Cổ phần Quản lý và Khai thác đường Cao tốc Đẻo Cả,Công ty Cổ phần Quản lý và Khai thác đường Cao tốc Đẻo Cả,Người có liên quan của PTGĐ Lê Châu Thắng; PCT HĐQT Nguyễn Hữu Hùng; Thành viên HĐQT Võ Thụy Linh; Thành viên HĐQT kiểm TGD Nguyễn Quỳnh Mai; Kế toán trường Nguyễn Văn float; Phụ trách quản trị công ty Trần Tấn Huy; PTGĐ Thường trực Trần Văn Chí,Phải thu ngắn hạn khách hàng,125.929.000,-,,,125929000.0,
Công ty Cổ phần Quản lý và Khai thác đường Cao tốc Đẻo Cả,PHẢI THU KHÁCH HÀNG NGẮN HẠN (tiếp theo) > Công ty Cổ phần Quản lý và Khai thác đường Cao tốc Đẻo Cả,Công ty Cổ phần Quản lý và Khai thác đường Cao tốc Đẻo Cả,Người có liên quan của PTGĐ Lê Châu Thắng; PCT HĐQT Nguyễn Hữu Hùng; Thành viên HĐQT Võ Thụy Linh; Thành viên HĐQT kiểm TGD Nguyễn Quỳnh Mai; Kế toán trường Nguyễn Văn float; Phụ trách quản trị công ty Trần Tấn Huy; PTGĐ Thường trực Trần Văn Chí,Cộng,125.929.000,-,,,125929000.0,
