row_label_raw,row_label_full,col_0,31.12.2022VND,%,01.01.2022VND,%_1,numeric__31.12.2022VND,numeric__%,numeric__01.01.2022VND,numeric__%_1
Công ty cổ phần TậpĐoàn Đèo Cả (*),Công ty cổ phần TậpĐoàn Đèo Cả (*),Công ty cổ phần TậpĐoàn Đèo Cả (*),37.892.550.000,"1,23%",37.892.550.000,"1,42%",37892550000.0,0.0123,37892550000.0,0.014199999999999999
Hồ Minh Hoàng,Hồ Minh Hoàng,Hồ Minh Hoàng,18.000.000.000,"0,58%",18.000.000.000,"0,67%",18000000000.0,0.0058,18000000000.0,0.0067
Công ty CP Đầu tư HảiThạch B.O.T,Công ty CP Đầu tư HảiThạch B.O.T,Công ty CP Đầu tư HảiThạch B.O.T,1.036.662.500.000,"33,68%",677.831.250.000,"25,35%",1036662500000.0,0.3368,677831250000.0,0.2535
Vốn góp của các đối tượng khác,Vốn góp của các đối tượng khác,Vốn góp của các đối tượng khác,1.985.489.450.000,"64,51%",1.940.117.100.000,"72,56%",1985489450000.0,0.6451,1940117100000.0,0.7256
Cộng,Cộng,Cộng,3.078.044.500.000,"100,00%",2.673.840.900.000,"100,00%",3078044500000.0,1.0,2673840900000.0,1.0
