row_label_raw,row_label_full,col_0,col_1,col_2,Năm tài chínhkết thúc ngày 31 tháng 12 năm,Năm tài chínhkết thúc ngày 31 tháng 12 năm_1,numeric__col_1,numeric__col_2,numeric__Năm tài chínhkết thúc ngày 31 tháng 12 năm,numeric__Năm tài chínhkết thúc ngày 31 tháng 12 năm_1
,,,,,2022VND,2021VND,,,,
Bên liên quan,Bên liên quan,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,,,,,,
Công ty Cổ phần Tập Đoàn Đèo Cả,Bên liên quan > Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty mẹ,"Bán hàng hóa, dịch vụ",83.256.826.074,271.427.756.746,,,83256826074.0,271427756746.0
Công ty Cổ phần Tập Đoàn Đèo Cả,Bên liên quan > Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty mẹ,"Doanh thu cho thuê thiết bị, phương tiện",717.638.890,1.291.363.636,,,717638890.0,1291363636.0
Công ty Cổ phần Tập Đoàn Đèo Cả,Bên liên quan > Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty mẹ,Doanh thu hoạt động xây lắp,82.539.187.184,270.133.492.202,,,82539187184.0,270133492202.0
Công ty Cổ phần Tập Đoàn Đèo Cả,Bên liên quan > Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty mẹ,Doanh thu nước uống đóng chai,-,2.900.908,,,,2900908.0
Công ty Cổ phần Tập Đoàn Đèo Cả,Bên liên quan > Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty mẹ,"Mua hàng hóa, dịch vụ",68.932.268.995,32.146.455.953,,,68932268995.0,32146455953.0
Công ty Cổ phần Tập Đoàn Đèo Cả,Bên liên quan > Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty mẹ,Chi phí vé máy bay,674.891.197,727.367.948,,,674891197.0,727367948.0
Công ty Cổ phần Tập Đoàn Đèo Cả,Bên liên quan > Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty mẹ,Chi phí cung cấp công nghệ thông tin,1.066.590.000,1.066.590.000,,,1066590000.0,1066590000.0
Công ty Cổ phần Tập Đoàn Đèo Cả,Bên liên quan > Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty mẹ,"Chi phí mua vật tư, phòng hộ lao động",2.278.903.500,30.352.498.005,,,2278903500.0,30352498005.0
Công ty Cổ phần Tập Đoàn Đèo Cả,Bên liên quan > Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty mẹ,Chi phí thi công công trình,59.849.513.000,-,,,59849513000.0,
Công ty Cổ phần Tập Đoàn Đèo Cả,Bên liên quan > Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty mẹ,"Chi phí cho thuê thiết bị, phương tiện",5.062.371.298,-,,,5062371298.0,
Công ty Cổ phần Tập Đoàn Đèo Cả,Bên liên quan > Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty mẹ,Chi phí tài chính,4.195.368.235,6.996.173.417,,,4195368235.0,6996173417.0
Công ty Cổ phần Tập Đoàn Đèo Cả,Bên liên quan > Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty mẹ,Chi phí lãi vay,4.195.368.235,6.996.173.417,,,4195368235.0,6996173417.0
Công ty Cổ phần Tập Đoàn Đèo Cả,Bên liên quan > Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty mẹ,Giao dịch khác,565.356.940.000,119.600.000.000,,,565356940000.0,119600000000.0
Công ty Cổ phần Tập Đoàn Đèo Cả,Bên liên quan > Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty mẹ,Trả tiền vay,51.995.000.000,-,,,51995000000.0,
Công ty Cổ phần Tập Đoàn Đèo Cả,Bên liên quan > Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty mẹ,Nhận tiền vay,70.300.000.000,119.600.000.000,,,70300000000.0,119600000000.0
Công ty Cổ phần Tập Đoàn Đèo Cả,Bên liên quan > Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty mẹ,Hợp đồng hợp tác kinh doanh,221.530.970.000,-,,,221530970000.0,
Công ty Cổ phần Tập Đoàn Đèo Cả,Bên liên quan > Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty Cổ phần Tập Đoàn Đèo Cả,Công ty mẹ,Chuyển tiền hợp tác kinh doanh,221.530.970.000,-,,,221530970000.0,
