row_label_raw,row_label_full,Mã số,NGUỒN VỐN (tiếp theo),Thuyết minh,Tại ngày > 31.12.2022 VND,Tại ngày > 01.01.2022 VND,numeric__NGUỒN VỐN (tiếp theo),numeric__Thuyết minh,numeric__Tại ngày > 31.12.2022 VND,numeric__Tại ngày > 01.01.2022 VND
400,400,400,VỐN CHỦ SỞ HỮU,,3.538.895.085.354,2.969.531.115.486,,,3538895085354.0,2969531115486.0
410,410,410,Vốn chủ sở hữu,V.20,3.538.895.085.354,2.969.531.115.486,,,3538895085354.0,2969531115486.0
411,411,411,Vốn góp của chủ sở hữu,,3.078.044.500.000,2.673.840.900.000,,,3078044500000.0,2673840900000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,3.078.044.500.000,2.673.840.900.000,,,3078044500000.0,2673840900000.0
412,412,412,Thặng dư vốn cổ phần,,(537.900.000),(208.000.000),,,-537900000.0,-208000000.0
418,418,418,Quỹ đầu tư phát triển,,7.148.483.380,4.851.321.687,,,7148483380.0,4851321687.0
421,421,421,"Lợi nhuận sau thuế (""LNST"") chưa phân phối",,454.240.001.974,291.046.893.799,,,454240001974.0,291046893799.0
421a,421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,288.749.732.106,61.330.724.488,,,288749732106.0,61330724488.0
421b,421b,421b,- LNST chưa phân phối của năm nay,,165.490.269.868,229.716.169.311,,,165490269868.0,229716169311.0
440,440,440,TỔNG NGUỒN VỐN,,4.361.706.596.018,3.813.662.996.428,,,4361706596018.0,3813662996428.0
