row_label_raw,row_label_full,col_0,col_1,col_2,Năm tài chínhkết thúc ngày 31 tháng 12 năm,Năm tài chínhkết thúc ngày 31 tháng 12 năm_1,numeric__col_1,numeric__col_2,numeric__Năm tài chínhkết thúc ngày 31 tháng 12 năm,numeric__Năm tài chínhkết thúc ngày 31 tháng 12 năm_1
,,,,,2022VND,2021VND,,,,
Bên liên quan,Bên liên quan,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,,,,,,
Công ty Cổ phần Đầu tư vàXây dựng ICV Việt Nam,Bên liên quan > Công ty Cổ phần Đầu tư vàXây dựng ICV Việt Nam,Công ty Cổ phần Đầu tư vàXây dựng ICV Việt Nam,Công ty liên kết,"Bán hàng hóa, dịch vụ",-,29.306.754,,,,29306754.0
Công ty Cổ phần Đầu tư vàXây dựng ICV Việt Nam,Bên liên quan > Công ty Cổ phần Đầu tư vàXây dựng ICV Việt Nam,Công ty Cổ phần Đầu tư vàXây dựng ICV Việt Nam,Công ty liên kết,Doanh thu nước uống đóng chai,-,1.196.364,,,,1196364.0
Công ty Cổ phần Đầu tư vàXây dựng ICV Việt Nam,Bên liên quan > Công ty Cổ phần Đầu tư vàXây dựng ICV Việt Nam,Công ty Cổ phần Đầu tư vàXây dựng ICV Việt Nam,Công ty liên kết,Doanh thu thép,-,28.110.390,,,,28110390.0
Công ty Cổ phần Đầu tư vàXây dựng ICV Việt Nam,Bên liên quan > Công ty Cổ phần Đầu tư vàXây dựng ICV Việt Nam,Công ty Cổ phần Đầu tư vàXây dựng ICV Việt Nam,Công ty liên kết,"Mua hàng hóa, dịch vụ",22.067.076.702,522.727.274,,,22067076702.0,522727274.0
Công ty Cổ phần Đầu tư vàXây dựng ICV Việt Nam,Bên liên quan > Công ty Cổ phần Đầu tư vàXây dựng ICV Việt Nam,Công ty Cổ phần Đầu tư vàXây dựng ICV Việt Nam,Công ty liên kết,Chi phí mua vật tư,22.067.076.702,-,,,22067076702.0,
Công ty Cổ phần Đầu tư vàXây dựng ICV Việt Nam,Bên liên quan > Công ty Cổ phần Đầu tư vàXây dựng ICV Việt Nam,Công ty Cổ phần Đầu tư vàXây dựng ICV Việt Nam,Công ty liên kết,"Chi phí thuê thiết bị, thuê xe",-,522.727.274,,,,522727274.0
Công ty Cổ phần Đầu tư BOTĐẻo Cả Khánh Hòa,Bên liên quan > Công ty Cổ phần Đầu tư BOTĐẻo Cả Khánh Hòa,Công ty Cổ phần Đầu tư BOTĐẻo Cả Khánh Hòa,Công ty liên kết,"Bán hàng hóa, dịch vụ",20.276.043.989,38.954.372.035,,,20276043989.0,38954372035.0
Công ty Cổ phần Đầu tư BOTĐẻo Cả Khánh Hòa,Bên liên quan > Công ty Cổ phần Đầu tư BOTĐẻo Cả Khánh Hòa,Công ty Cổ phần Đầu tư BOTĐẻo Cả Khánh Hòa,Công ty liên kết,"Doanh thu hoạt động duy tu bảo dưỡng hầm, đường",5.894.700.000,2.512.359.092,,,5894700000.0,2512359092.0
Công ty Cổ phần Đầu tư BOTĐẻo Cả Khánh Hòa,Bên liên quan > Công ty Cổ phần Đầu tư BOTĐẻo Cả Khánh Hòa,Công ty Cổ phần Đầu tư BOTĐẻo Cả Khánh Hòa,Công ty liên kết,Doanh thu vận hành trạm thu phí,7.251.628.470,8.575.953.635,,,7251628470.0,8575953635.0
Công ty Cổ phần Đầu tư BOTĐẻo Cả Khánh Hòa,Bên liên quan > Công ty Cổ phần Đầu tư BOTĐẻo Cả Khánh Hòa,Công ty Cổ phần Đầu tư BOTĐẻo Cả Khánh Hòa,Công ty liên kết,Doanh thu trung tu,7.129.715.519,27.866.059.308,,,7129715519.0,27866059308.0
Công ty Cổ phần Đầu tư BOTĐẻo Cả Khánh Hòa,Bên liên quan > Công ty Cổ phần Đầu tư BOTĐẻo Cả Khánh Hòa,Công ty Cổ phần Đầu tư BOTĐẻo Cả Khánh Hòa,Công ty liên kết,Doanh thu hoạt động tài chính,-,12.000.000.000,,,,12000000000.0
Công ty Cổ phần Đầu tư BOTĐẻo Cả Khánh Hòa,Bên liên quan > Công ty Cổ phần Đầu tư BOTĐẻo Cả Khánh Hòa,Công ty Cổ phần Đầu tư BOTĐẻo Cả Khánh Hòa,Công ty liên kết,Chia cổ tức,-,12.000.000.000,,,,12000000000.0
Công ty Cổ phần BOT BắcGiang - Lạng Sơn - HữuNghị,Bên liên quan > Công ty Cổ phần BOT BắcGiang - Lạng Sơn - HữuNghị,Công ty Cổ phần BOT BắcGiang - Lạng Sơn - HữuNghị,Công ty liên kết,Giao dịch khác,-,10.000.000.000,,,,10000000000.0
Công ty Cổ phần BOT BắcGiang - Lạng Sơn - HữuNghị,Bên liên quan > Công ty Cổ phần BOT BắcGiang - Lạng Sơn - HữuNghị,Công ty Cổ phần BOT BắcGiang - Lạng Sơn - HữuNghị,Công ty liên kết,Góp vốn,-,10.000.000.000,,,,10000000000.0
Công ty Cổ phần Đầu tưVINALOG,Bên liên quan > Công ty Cổ phần Đầu tưVINALOG,Công ty Cổ phần Đầu tưVINALOG,"Người có liên quan của Thành viên HĐQT, TGD NguyễnQuang Huy",Giao dịch khác,-,37.181.818.182,,,,37181818182.0
Công ty Cổ phần Đầu tưVINALOG,Bên liên quan > Công ty Cổ phần Đầu tưVINALOG,Công ty Cổ phần Đầu tưVINALOG,"Người có liên quan của Thành viên HĐQT, TGD NguyễnQuang Huy",Góp vốn,-,9.000.000.000,,,,9000000000.0
Công ty Cổ phần Đầu tưVINALOG,Bên liên quan > Công ty Cổ phần Đầu tưVINALOG,Công ty Cổ phần Đầu tưVINALOG,"Người có liên quan của Thành viên HĐQT, TGD NguyễnQuang Huy",Chuyển nhượng tài sản,-,28.181.818.182,,,,28181818182.0
