row_label_raw,row_label_full,Mã số,TÀI SẢN (tiếp theo),Thuyết minh,Tại ngày > 31.12.2022 VND,Tại ngày > 01.01.2022 VND,numeric__TÀI SẢN (tiếp theo),numeric__Thuyết minh,numeric__Tại ngày > 31.12.2022 VND,numeric__Tại ngày > 01.01.2022 VND
200,200,200,TÀI SẢN DÀI HẠN,,3.473.810.154.569,2.975.211.790.305,,,3473810154569.0,2975211790305.0
210,210,210,Các khoản phải thu dài hạn,,224.625.397.531,3.094.427.531,,,224625397531.0,3094427531.0
211,211,211,Phải thu dài hạn của khách hàng,V.3,3.094.427.531,3.094.427.531,,,3094427531.0,3094427531.0
216,216,216,Phải thu dài hạn khác,V.6b,221.530.970.000,-,,,221530970000.0,
220,220,220,Tài sản cố định,,99.761.449.382,27.152.174.909,,,99761449382.0,27152174909.0
221,221,221,Tài sản cố định hữu hình,V.10,99.166.395.728,26.598.323.500,,,99166395728.0,26598323500.0
222,222,222,Nguyên giá,,174.146.767.655,91.686.904.292,,,174146767655.0,91686904292.0
223,223,223,Giá trị khấu hao lũy kế,,(74.980.371.927),(65.088.580.792),,,-74980371927.0,-65088580792.0
227,227,227,Tài sản cố định vô hình,V.11,595.053.654,553.851.409,,,595053654.0,553851409.0
228,228,228,Nguyên giá,,718.292.634,663.292.634,,,718292634.0,663292634.0
229,229,229,Giá trị khấu hao lũy kế,,(123.238.980),(109.441.225),,,-123238980.0,-109441225.0
240,240,240,Tài sản dở dang dài hạn,,13.636.905.417,12.259.242.728,,,13636905417.0,12259242728.0
242,242,242,Chi phí xây dựng cơ bản dở dang,V.12,13.636.905.417,12.259.242.728,,,13636905417.0,12259242728.0
250,250,250,Đầu tư tài chính dài hạn,,3.132.520.030.000,2.932.165.900.000,,,3132520030000.0,2932165900000.0
251,251,251,Đầu tư vào công ty con,V.2b,2.861.020.030.000,2.660.665.900.000,,,2861020030000.0,2660665900000.0
252,252,252,"Đầu tư vào công ty liên doanh, liên kết",V.2b,269.500.000.000,269.500.000.000,,,269500000000.0,269500000000.0
255,255,255,Đầu tư nằm giữ đến ngày đáo hạn,V.2a,2.000.000.000,2.000.000.000,,,2000000000.0,2000000000.0
260,260,260,Tài sản dài hạn khác,,3.266.372.239,540.045.137,,,3266372239.0,540045137.0
261,261,261,Chi phí trả trước dài hạn,V.9b,3.266.372.239,540.045.137,,,3266372239.0,540045137.0
270,270,270,TỔNG TÀI SẢN,,4.361.706.596.018,3.813.662.996.428,,,4361706596018.0,3813662996428.0
