row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2022 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2021 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2022 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2021 VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,VI.1,953.233.198.971,981.270.411.446,,,953233198971.0,981270411446.0
02,02,02,Các khoản giảm trừ doanh thu,,-,-,,,,
10,02 > 10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,VI.1,953.233.198.971,981.270.411.446,,,953233198971.0,981270411446.0
11,02 > 11,11,Giá vốn hàng bán và cung cấp dịch vụ,VI.2,717.922.859.687,715.582.190.820,,,717922859687.0,715582190820.0
20,02 > 20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,235.310.339.284,265.688.220.626,,,235310339284.0,265688220626.0
21,02 > 21,21,Doanh thu hoạt động tài chính,VI.3,32.179.666.503,43.785.550.733,,,32179666503.0,43785550733.0
22,02 > 22,22,Chi phí tài chính,VI.4,37.430.439.357,25.944.130.547,,,37430439357.0,25944130547.0
23,02 > 23,23,- Trong đó: Chi phí lãi vay,,37.430.439.357,25.944.130.547,,,37430439357.0,25944130547.0
26,02 > 26,26,Chi phí quản lý doanh nghiệp,VI.5,29.524.336.353,24.751.225.674,,,29524336353.0,24751225674.0
30,02 > 30,30,Lợi nhuận thuần từ hoạt động kinh doanh,,200.535.230.077,258.778.415.138,,,200535230077.0,258778415138.0
31,02 > 31,31,Thu nhập khác,VI.6,11.991.777,21.169.887.644,,,11991777.0,21169887644.0
32,02 > 32,32,Chi phí khác,VI.7,25.317.426,53.326.772,,,25317426.0,53326772.0
40,02 > 40,40,(Lỗ)/lợi nhuận khác,,(13.325.649),21.116.560.872,,,-13325649.0,21116560872.0
50,02 > 50,50,Tổng lợi nhuận kế toán trước thuế,,200.521.904.428,279.894.976.010,,,200521904428.0,279894976010.0
