row_label_raw,row_label_full,col_0,31.12.2022VND,01.01.2022VND,numeric__31.12.2022VND,numeric__01.01.2022VND
Bên thứ ba,Bên thứ ba,Bên thứ ba,33.422.245.873,11.029.529.737,33422245873.0,11029529737.0
Công ty Cổ phần Xây dựng Thương mại Dịch vụ Phú Hiển Vinh,Công ty Cổ phần Xây dựng Thương mại Dịch vụ Phú Hiển Vinh,Công ty Cổ phần Xây dựng Thương mại Dịch vụ Phú Hiển Vinh,12.679.038.198,-,12679038198.0,
Công ty Cổ phần Kỹ thuật Đông Phương,Công ty Cổ phần Kỹ thuật Đông Phương,Công ty Cổ phần Kỹ thuật Đông Phương,3.322.390.074,-,3322390074.0,
Công ty TNHH Thăng Long L.T,Công ty TNHH Thăng Long L.T,Công ty TNHH Thăng Long L.T,2.494.000.000,-,2494000000.0,
Công ty Dịch vụ Điện Lực Miền Trung,Công ty Dịch vụ Điện Lực Miền Trung,Công ty Dịch vụ Điện Lực Miền Trung,-,425.036.000,,425036000.0
Công ty Cổ phần Tư vấn xây dựng Hoàng Long,Công ty Cổ phần Tư vấn xây dựng Hoàng Long,Công ty Cổ phần Tư vấn xây dựng Hoàng Long,1.879.376.870,-,1879376870.0,
Công ty Cổ phần T.Đ.T,Công ty Cổ phần T.Đ.T,Công ty Cổ phần T.Đ.T,1.707.707.125,-,1707707125.0,
Công ty TNHH Đầu tư và Xây dựng BITCO,Công ty TNHH Đầu tư và Xây dựng BITCO,Công ty TNHH Đầu tư và Xây dựng BITCO,1.143.935.104,-,1143935104.0,
Đối tượng khác,Đối tượng khác,Đối tượng khác,10.195.798.502,10.604.493.737,10195798502.0,10604493737.0
Cộng,Cộng,Cộng,33.422.245.873,11.029.529.737,33422245873.0,11029529737.0
