row_label_raw,row_label_full,col_0,31.12.2022 > Giá gốc VND,31.12.2022 > Giá trị hợp lý (*) VND,31.12.2022 > Dự phòng VND,01.01.2022 > Giá gốc VND,01.01.2022 > Giá trị hợp lý (*) VND,01.01.2022 > Dự phòng VND,numeric__31.12.2022 > Giá gốc VND,numeric__31.12.2022 > Giá trị hợp lý (*) VND,numeric__31.12.2022 > Dự phòng VND,numeric__01.01.2022 > Giá gốc VND,numeric__01.01.2022 > Giá trị hợp lý (*) VND,numeric__01.01.2022 > Dự phòng VND
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,2.861.020.030.000,-,-,2.660.665.900.000,-,-,2861020030000.0,,,2660665900000.0,,
Công ty Cổ Phần BOT Bắc Giang - Lạng Sơn,Công ty Cổ Phần BOT Bắc Giang - Lạng Sơn,Công ty Cổ Phần BOT Bắc Giang - Lạng Sơn,1.022.315.050.000,-,-,902.303.650.000,-,-,1022315050000.0,,,902303650000.0,,
Công ty Cổ phần Đầu tư Đẻo Cả,Công ty Cổ phần Đầu tư Đẻo Cả,Công ty Cổ phần Đầu tư Đẻo Cả,1.566.373.980.000,-,-,1.486.031.250.000,-,-,1566373980000.0,,,1486031250000.0,,
Công ty Cổ phần Phước Tượng Phú Gia BOT,Công ty Cổ phần Phước Tượng Phú Gia BOT,Công ty Cổ phần Phước Tượng Phú Gia BOT,272.331.000.000,-,-,272.331.000.000,-,-,272331000000.0,,,272331000000.0,,
"Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết",269.500.000.000,-,-,269.500.000.000,-,-,269500000000.0,,,269500000000.0,,
Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,Công ty Cổ phần Đầu tư và Xây dựng ICV Việt Nam,13.500.000.000,-,-,13.500.000.000,-,-,13500000000.0,,,13500000000.0,,
Công ty Cổ phần Đầu tư BOT Đẻo Cả Khánh Hòa,Công ty Cổ phần Đầu tư BOT Đẻo Cả Khánh Hòa,Công ty Cổ phần Đầu tư BOT Đẻo Cả Khánh Hòa,122.000.000.000,-,-,122.000.000.000,-,-,122000000000.0,,,122000000000.0,,
Công ty Cổ phần BOT Bắc Giang - Lạng Sơn - Hữu Nghị,Công ty Cổ phần BOT Bắc Giang - Lạng Sơn - Hữu Nghị,Công ty Cổ phần BOT Bắc Giang - Lạng Sơn - Hữu Nghị,134.000.000.000,-,-,134.000.000.000,-,-,134000000000.0,,,134000000000.0,,
Cộng,Cộng,Cộng,3.130.520.030.000,-,-,2.930.165.900.000,-,-,3130520030000.0,,,2930165900000.0,,
