row_label_raw,row_label_full,01.01.2022,Vận hành các trạm thu phí VND,Hoạt động xây lắp VND,"Vận hành, bảo dưỡng Hầm VND",Dịch vụ trung chuyển VND,Hoạt động khác VND,Tổng cộng VND,numeric__Vận hành các trạm thu phí VND,numeric__Hoạt động xây lắp VND,"numeric__Vận hành, bảo dưỡng Hầm VND",numeric__Dịch vụ trung chuyển VND,numeric__Hoạt động khác VND,numeric__Tổng cộng VND
Tài sản bộ phận Tài sản không phân bổ,Tài sản bộ phận Tài sản không phân bổ,Tài sản bộ phận Tài sản không phân bổ,52.077.037.344,388.262.005.101,220.107.118.112,13.111.179.415,185.299.348.082,858.856.688.054,52077037344.0,388262005101.0,220107118112.0,13111179415.0,185299348082.0,858856688054.0
Tài sản bộ phận Tài sản không phân bổ,Tài sản bộ phận Tài sản không phân bổ,Tài sản bộ phận Tài sản không phân bổ,,,,,,2.954.806.308.374,,,,,,2954806308374.0
Tổng tài sản,Tổng tài sản,Tổng tài sản,52.077.037.344,388.262.005.101,220.107.118.112,13.111.179.415,185.299.348.082,3.813.662.996.428,52077037344.0,388262005101.0,220107118112.0,13111179415.0,185299348082.0,3813662996428.0
Nợ phải trả bộ phận,Nợ phải trả bộ phận,Nợ phải trả bộ phận,,285.223.527.349,62.216.045.126,,4.464.620.734,351.904.193.209,,285223527349.0,62216045126.0,,4464620734.0,351904193209.0
Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,,,,,,492.227.687.733,,,,,,492227687733.0
Tổng nợ phải trả,Tổng nợ phải trả,Tổng nợ phải trả,,285.223.527.349,62.216.045.126,,4.464.620.734,844.131.880.942,,285223527349.0,62216045126.0,,4464620734.0,844131880942.0
