row_label_raw,row_label_full,col_0,Tại ngày 01.01.2022 > Phải thu,Tại ngày 01.01.2022 > Phải trả,Số phải nộp trong năm,Số đã thực nộp trong năm,Tại ngày 31.12.2022 > Phải thu,Tại ngày 31.12.2022 > Phải trả,numeric__Tại ngày 01.01.2022 > Phải thu,numeric__Tại ngày 01.01.2022 > Phải trả,numeric__Số phải nộp trong năm,numeric__Số đã thực nộp trong năm,numeric__Tại ngày 31.12.2022 > Phải thu,numeric__Tại ngày 31.12.2022 > Phải trả
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,-,37.227.634.839,33.124.634.560,36.138.362.996,-,34.213.906.403,,37227634839.0,33124634560.0,36138362996.0,,34213906403.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,-,69.726.258,794.852.913,667.053.781,-,197.525.390,,69726258.0,794852913.0,667053781.0,,197525390.0
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,-,4.963.439.908,11.960.455.479,12.882.685.564,-,4.041.209.823,,4963439908.0,11960455479.0,12882685564.0,,4041209823.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,-,-,1.961.238.794,1.961.238.794,-,-,,,1961238794.0,1961238794.0,,
Thuế khác,Thuế khác,Thuế khác,-,-,1.347.504.528,1.347.504.528,-,-,,,1347504528.0,1347504528.0,,
Cộng,Cộng,Cộng,-,42.260.801.005,49.188.686.274,52.996.845.663,-,38.452.641.616,,42260801005.0,49188686274.0,52996845663.0,,38452641616.0
