row_label_raw,row_label_full,col_0,Quyềnsử dụng đấtVND,Phần mềmmáy vi tínhVND,Tổng cộngVND,numeric__Quyềnsử dụng đấtVND,numeric__Phần mềmmáy vi tínhVND,numeric__Tổng cộngVND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,57.582.565.109,117.758.904.944,175.341.470.053,57582565109.0,117758904944.0,175341470053.0
Tăng trong năm,Nguyên giá > Tăng trong năm,Tăng trong năm,-,1.610.523.440,1.610.523.440,,1610523440.0,1610523440.0
Chuyển từ tài sản cố định hữu hình,Nguyên giá > Chuyển từ tài sản cố định hữu hình,Chuyển từ tài sản cố định hữu hình,-,72.900.000,72.900.000,,72900000.0,72900000.0
Thanh lý/xóa số,Nguyên giá > Thanh lý/xóa số,Thanh lý/xóa số,-,(878.578.540),(878.578.540),,-878578540.0,-878578540.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,57.582.565.109,118.563.749.844,176.146.314.953,57582565109.0,118563749844.0,176146314953.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,11.608.069.186,93.121.568.699,104.729.637.885,11608069186.0,93121568699.0,104729637885.0
Khấu hao trong năm,Giá trị hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,-,10.392.259.281,10.392.259.281,,10392259281.0,10392259281.0
Chuyển từ tài sản cố định hữu hình,Giá trị hao mòn lũy kế > Chuyển từ tài sản cố định hữu hình,Chuyển từ tài sản cố định hữu hình,-,4.860.000,4.860.000,,4860000.0,4860000.0
Thanh lý/xóa số,Giá trị hao mòn lũy kế > Thanh lý/xóa số,Thanh lý/xóa số,-,(878.578.540),(878.578.540),,-878578540.0,-878578540.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,11.608.069.186,102.640.109.440,114.248.178.626,11608069186.0,102640109440.0,114248178626.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,45.974.495.923,24.637.336.245,70.611.832.168,45974495923.0,24637336245.0,70611832168.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,45.974.495.923,15.923.640.404,61.898.136.327,45974495923.0,15923640404.0,61898136327.0
