row_label_raw,row_label_full,col_0,Trong nước(Khách hàng tại Việt Nam),Trong nước(Khách hàng tại Việt Nam)_1,Nước ngoài(Khách hàng ở các nước khác Việt Nam),Nước ngoài(Khách hàng ở các nước khác Việt Nam)_1,Tổng cộng,Tổng cộng_1,numeric__Trong nước(Khách hàng tại Việt Nam),numeric__Trong nước(Khách hàng tại Việt Nam)_1,numeric__Nước ngoài(Khách hàng ở các nước khác Việt Nam),numeric__Nước ngoài(Khách hàng ở các nước khác Việt Nam)_1,numeric__Tổng cộng,numeric__Tổng cộng_1
,,,2020VND,2019VND,2020VND,2019VND,2020VND,2019VND,,,,,,
Doanh thu thuầnGiá vốn hàng bán,Doanh thu thuầnGiá vốn hàng bán,Doanh thu thuầnGiá vốn hàng bán,45.971.231.210.047(23.946.273.967.685),45.596.183.348.109(23.759.923.513.926),5.560.760.933.671(2.174.045.313.069),5.175.327.186.341(1.976.444.422.803),51.531.992.143.718(26.120.319.280.754),50.771.510.534.450(25.736.367.936.729),,,,,,
Lợi nhuận theobộ phận,Doanh thu thuầnGiá vốn hàng bán > Lợi nhuận theobộ phận,Lợi nhuận theobộ phận,22.024.957.242.362,21.836.259.834.183,3.386.715.620.602,3.19,1.672.862.964,25.035.142.597.721,22024957242362.0,21836259834183.0,3386715620602.0,319.0,1672862964.0,25035142597721.0
,,,Ngày 1 tháng 3 năm 2021,Ngày 1 tháng 3 năm 2021,Ngày 1 tháng 3 năm 2021,Ngày 1 tháng 3 năm 2021,uyệt:,uyệt:,,,,,,
,,,Người lập:Lê Thành LiêmGiám đốc Điều hành Tài chínhkiềm Kế toán trường,Người lập:Lê Thành LiêmGiám đốc Điều hành Tài chínhkiềm Kế toán trường,Người lập:Lê Thành LiêmGiám đốc Điều hành Tài chínhkiềm Kế toán trường,Người lập:Lê Thành LiêmGiám đốc Điều hành Tài chínhkiềm Kế toán trường,Mai Kiều LiênTổng Giám đốc,Mai Kiều LiênTổng Giám đốc,,,,,,
