row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Loại giao dịch,2020 VND,2019 VND,numeric__Mối quan hệ,numeric__Loại giao dịch,numeric__2020 VND,numeric__2019 VND
Công ty Cổ phần Nguyên vật liệu Thực phẩm Á Châu Sài Gòn,Công ty Cổ phần Nguyên vật liệu Thực phẩm Á Châu Sài Gòn,Công ty Cổ phần Nguyên vật liệu Thực phẩm Á Châu Sài Gòn,Đầu tư khác,Cổ tức,18.000.000.000,,,,18000000000.0,
Tổng Công ty Đầu tư và Kinh doanh Vốn Nhà nước,Tổng Công ty Đầu tư và Kinh doanh Vốn Nhà nước,Tổng Công ty Đầu tư và Kinh doanh Vốn Nhà nước,Cổ đông,Cổ tức bằng tiền,2.194.723.422.500,2.821.787.257.500,,,2194723422500.0,2821787257500.0
Thành viên Hội đồng Quản trị và Ban Điều hành,Thành viên Hội đồng Quản trị và Ban Điều hành,Thành viên Hội đồng Quản trị và Ban Điều hành,,Lương và thù lao,133.708.261.443,107.144.571.099,,,133708261443.0,107144571099.0
