row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2020 VND,2019 VND,numeric__Mã số,numeric__Thuyết minh,numeric__2020 VND,numeric__2019 VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
Lợi nhuận trước thuế Điều chỉnh cho các khoản,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận trước thuế Điều chỉnh cho các khoản,Lợi nhuận trước thuế Điều chỉnh cho các khoản,01,,12.996.102.243.693,12.311.157.065.455,1.0,,12996102243693.0,12311157065455.0
Khấu hao và phân bổ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Khấu hao và phân bổ,Khấu hao và phân bổ,02,,1.391.769.975.313,1.347.561.213.895,2.0,,1391769975313.0,1347561213895.0
Các khoản dự phòng (Lãi)/lỗ chênh lệch tỷ giá đo đánh giá lại,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Các khoản dự phòng (Lãi)/lỗ chênh lệch tỷ giá đo đánh giá lại,Các khoản dự phòng (Lãi)/lỗ chênh lệch tỷ giá đo đánh giá lại,03,,20.168.296.460,(5.959.719.949),3.0,,20168296460.0,-5959719949.0
các khoản mục tiền tệ có gốc ngoại tệ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > các khoản mục tiền tệ có gốc ngoại tệ,các khoản mục tiền tệ có gốc ngoại tệ,04,,(1.070.830.403),6.409.032.532,4.0,,-1070830403.0,6409032532.0
Lãi từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lãi từ hoạt động đầu tư,Lãi từ hoạt động đầu tư,05,,-,(1.513.217.384),5.0,,,-1513217384.0
Lỗ từ thanh lý và xóa sổ tài sản cố định và xây dựng cơ bản dở dang,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lỗ từ thanh lý và xóa sổ tài sản cố định và xây dựng cơ bản dở dang,Lỗ từ thanh lý và xóa sổ tài sản cố định và xây dựng cơ bản dở dang,05,,3.280.918.198,6.248.250.428,5.0,,3280918198.0,6248250428.0
Thu nhập lãi tiền gửi và cổ tức,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập lãi tiền gửi và cổ tức,Thu nhập lãi tiền gửi và cổ tức,05,,(997.404.726.356),(702.846.983.082),5.0,,-997404726356.0,-702846983082.0
Chi phí lãi vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi vay,Chi phí lãi vay,06,,108.283.456.807,71.983.360.977,6.0,,108283456807.0,71983360977.0
Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,08,,13.521.129.333.712,13.033.039.002.872,8.0,,13521129333712.0,13033039002872.0
Biến động các khoản phải thu,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động các khoản phải thu,Biến động các khoản phải thu,09,,(603.712.577.272),557.858.555.937,9.0,,-603712577272.0,557858555937.0
Biến động hàng tồn kho,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động hàng tồn kho,Biến động hàng tồn kho,10,,4.419.413.733,647.726.425.423,10.0,,4419413733.0,647726425423.0
