row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
a. Trả trước cho người bán ngắn hạn,a. Trả trước cho người bán ngắn hạn,a. Trả trước cho người bán ngắn hạn,283.465.982.415,539.957.065.465,283465982415.0,539957065465.0
a1. Trả trước cho người bán ngắn hạn không phải là bên liên quan,a1. Trả trước cho người bán ngắn hạn không phải là bên liên quan,a1. Trả trước cho người bán ngắn hạn không phải là bên liên quan,191.598.107.518,272.846.488.197,191598107518.0,272846488197.0
Honeywell Pte Ltd,Honeywell Pte Ltd,Honeywell Pte Ltd,23.563.854.501,-,23563854501.0,
Công ty Cổ phần Dịch vụ Kỹ thuật Năng lượng,Công ty Cổ phần Dịch vụ Kỹ thuật Năng lượng,Công ty Cổ phần Dịch vụ Kỹ thuật Năng lượng,22.985.939.788,49.675.476.132,22985939788.0,49675476132.0
W.R.Grace & Co.-Conn,W.R.Grace & Co.-Conn,W.R.Grace & Co.-Conn,17.391.816.866,1.901.359.250,17391816866.0,1901359250.0
Conifer Singapore Pte. Ltd.,Conifer Singapore Pte. Ltd.,Conifer Singapore Pte. Ltd.,13.259.480.000,-,13259480000.0,
Remosa SRL,Remosa SRL,Remosa SRL,11.096.441.485,10.749.879.563,11096441485.0,10749879563.0
EXTAP A Division of ExxonMobil Asia Pacific Pte. Ltd.,EXTAP A Division of ExxonMobil Asia Pacific Pte. Ltd.,EXTAP A Division of ExxonMobil Asia Pacific Pte. Ltd.,-,50.912.987.426,,50912987426.0
Công ty TNHH Boilermaster Việt Nam,Công ty TNHH Boilermaster Việt Nam,Công ty TNHH Boilermaster Việt Nam,180.000.000,19.463.971.486,180000000.0,19463971486.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,103.120.574.878,140.142.814.340,103120574878.0,140142814340.0
a2. Trả trước cho người bán ngắn hạn là các bên liên quan(Chi tiết tại Thuyết minh số 35),a2. Trả trước cho người bán ngắn hạn là các bên liên quan(Chi tiết tại Thuyết minh số 35),a2. Trả trước cho người bán ngắn hạn là các bên liên quan(Chi tiết tại Thuyết minh số 35),91.867.874.897,267.110.577.268,91867874897.0,267110577268.0
b. Trả trước cho người bán dài hạn,b. Trả trước cho người bán dài hạn,b. Trả trước cho người bán dài hạn,548.106.960.657,548.106.960.657,548106960657.0,548106960657.0
Ban Quản lý Khu kinh tế Dung Quất (*),Ban Quản lý Khu kinh tế Dung Quất (*),Ban Quản lý Khu kinh tế Dung Quất (*),548.106.960.657,548.106.960.657,548106960657.0,548106960657.0
,,,831.572.943.072,1.088.064.026.122,831572943072.0,1088064026122.0
