row_label_raw,row_label_full,col_0,Số đầu năm,Số phải nộp trong năm,Số đã thực nộp trong năm,Số cuối năm,numeric__Số đầu năm,numeric__Số phải nộp trong năm,numeric__Số đã thực nộp trong năm,numeric__Số cuối năm
,,,VND,VND,VND,VND,,,,
a. Các khoản phải thu,a. Các khoản phải thu,a. Các khoản phải thu,a. Các khoản phải thu,a. Các khoản phải thu,a. Các khoản phải thu,a. Các khoản phải thu,,,,
"Thuế xuất, nhập khẩu","a. Các khoản phải thu > Thuế xuất, nhập khẩu","Thuế xuất, nhập khẩu",-,19.209.333.514,20.503.856.746,1.294.523.232,,19209333514.0,20503856746.0,1294523232.0
Thuế thu nhập doanh nghiệp,a. Các khoản phải thu > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,3.153.596.211,3.153.596.211,85.527.253.841,85.527.253.841,3153596211.0,3153596211.0,85527253841.0,85527253841.0
Thuế thu nhập cá nhân,a. Các khoản phải thu > Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,227.882.441,227.882.441,-,-,227882441.0,227882441.0,,
Thuế nhà thầu,a. Các khoản phải thu > Thuế nhà thầu,Thuế nhà thầu,2.284.679.601,27.158.926.780,26.950.782.531,2.076.535.352,2284679601.0,27158926780.0,26950782531.0,2076535352.0
Tiền thuê đất,a. Các khoản phải thu > Tiền thuê đất,Tiền thuê đất,532.915.980,1.776.386.599,1.243.470.619,-,532915980.0,1776386599.0,1243470619.0,
,,,6.199.074.233,51.526.125.545,134.225.363.737,88.898.312.425,6199074233.0,51526125545.0,134225363737.0,88898312425.0
b. Các khoản phải trả,b. Các khoản phải trả,b. Các khoản phải trả,b. Các khoản phải trả,b. Các khoản phải trả,b. Các khoản phải trả,b. Các khoản phải trả,,,,
Thuế giá trị gia tăng,b. Các khoản phải trả > Thuế giá trị gia tăng,Thuế giá trị gia tăng,625.602.686.029,7.489.234.081.849,7.536.558.503.243,578.278.264.635,625602686029.0,7489234081849.0,7536558503243.0,578278264635.0
- Thuế GTGT đầu ra,b. Các khoản phải trả > - Thuế GTGT đầu ra,- Thuế GTGT đầu ra,625.602.686.016,4.512.937.367.353,4.560.261.788.747,578.278.264.622,625602686016.0,4512937367353.0,4560261788747.0,578278264622.0
- Thuế GTGT hàng nhập khẩu,b. Các khoản phải trả > - Thuế GTGT hàng nhập khẩu,- Thuế GTGT hàng nhập khẩu,13,2.976.296.714.496,2.976.296.714.496,13,13.0,2976296714496.0,2976296714496.0,13.0
Thuế tiêu thụ đặc biệt,b. Các khoản phải trả > Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,650.196.874.797,5.058.539.425.471,5.166.588.039.682,542.148.260.586,650196874797.0,5058539425471.0,5166588039682.0,542148260586.0
Thuế thu nhập doanh nghiệp,b. Các khoản phải trả > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,302.207.455.956,135.164.781.790,437.020.433.269,351.804.477,302207455956.0,135164781790.0,437020433269.0,351804477.0
Thuế thu nhập cá nhân,b. Các khoản phải trả > Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,9.551.687.748,122.316.584.636,120.296.069.431,11.572.202.953,9551687748.0,122316584636.0,120296069431.0,11572202953.0
Thuế nhà thầu,b. Các khoản phải trả > Thuế nhà thầu,Thuế nhà thầu,-,27.610.554.321,22.134.927.694,5.475.626.627,,27610554321.0,22134927694.0,5475626627.0
Tiền thuê đất,b. Các khoản phải trả > Tiền thuê đất,Tiền thuê đất,540.371.568,3.756.774.975,4.297.146.543,-,540371568.0,3756774975.0,4297146543.0,
Thuế bảo vệ môi trường,b. Các khoản phải trả > Thuế bảo vệ môi trường,Thuế bảo vệ môi trường,25.652.565.000,128.178.157.000,145.309.201.000,8.521.521.000,25652565000.0,128178157000.0,145309201000.0,8521521000.0
Các loại thuế khác,b. Các khoản phải trả > Các loại thuế khác,Các loại thuế khác,-,164.099.254,164.099.254,-,,164099254.0,164099254.0,
,,,1.613.751.641.098,12.964.964.459.296,13.432.368.420.116,1.146.347.680.278,1613751641098.0,12964964459296.0,13432368420116.0,1146347680278.0
