row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
Trả trước nhà cung cấp,Trả trước nhà cung cấp,Trả trước nhà cung cấp,91.867.874.897,267.110.577.268,91867874897.0,267110577268.0
Công ty Cổ phần Bảo dưỡng và Sửa chữa,Công ty Cổ phần Bảo dưỡng và Sửa chữa,Công ty Cổ phần Bảo dưỡng và Sửa chữa,28.538.580.938,11.548.227.101,28538580938.0,11548227101.0
Công trình Dầu khí,Công trình Dầu khí,Công trình Dầu khí,,,,
Công ty Cổ phần Dịch vụ Dầu khí Quảng Ngãi PTSC,Công trình Dầu khí > Công ty Cổ phần Dịch vụ Dầu khí Quảng Ngãi PTSC,Công ty Cổ phần Dịch vụ Dầu khí Quảng Ngãi PTSC,25.835.291.371,173.046.421.779,25835291371.0,173046421779.0
Tổng Công ty Hóa chất và Dịch vụ Dầu khí,Công trình Dầu khí > Tổng Công ty Hóa chất và Dịch vụ Dầu khí,Tổng Công ty Hóa chất và Dịch vụ Dầu khí,12.991.672.608,7.476.669.830,12991672608.0,7476669830.0
- Công ty Cổ phần,- Công ty Cổ phần,- Công ty Cổ phần,,,,
Tổng Công ty Cổ phần Vận tải Dầu khí,- Công ty Cổ phần > Tổng Công ty Cổ phần Vận tải Dầu khí,Tổng Công ty Cổ phần Vận tải Dầu khí,10.911.469.884,9.226.541.390,10911469884.0,9226541390.0
Tổng Công ty Dầu Việt Nam - Công ty Cổ phần,- Công ty Cổ phần > Tổng Công ty Dầu Việt Nam - Công ty Cổ phần,Tổng Công ty Dầu Việt Nam - Công ty Cổ phần,6.529.682.356,3.627.981.106,6529682356.0,3627981106.0
"Tổng Công ty Bảo dưỡng - Sửa chữa Công trình Dầu khí, Công ty Cổ phần","- Công ty Cổ phần > Tổng Công ty Bảo dưỡng - Sửa chữa Công trình Dầu khí, Công ty Cổ phần","Tổng Công ty Bảo dưỡng - Sửa chữa Công trình Dầu khí, Công ty Cổ phần",6.140.660.951,56.778.285.737,6140660951.0,56778285737.0
Viện Dầu khí Việt Nam,- Công ty Cổ phần > Viện Dầu khí Việt Nam,Viện Dầu khí Việt Nam,694.999.833,1.303.140.993,694999833.0,1303140993.0
Tổng Công ty Tư vấn Thiết kế Dầu khí - Công ty Cổ phần,- Công ty Cổ phần > Tổng Công ty Tư vấn Thiết kế Dầu khí - Công ty Cổ phần,Tổng Công ty Tư vấn Thiết kế Dầu khí - Công ty Cổ phần,136.416.956,79.735.162,136416956.0,79735162.0
Công ty Cổ phần Chứng khoán Dầu khí,- Công ty Cổ phần > Công ty Cổ phần Chứng khoán Dầu khí,Công ty Cổ phần Chứng khoán Dầu khí,89.100.000,89.100.000,89100000.0,89100000.0
Công ty Cổ phần Thương mại và Dịch vụ Kỹ thuật,- Công ty Cổ phần > Công ty Cổ phần Thương mại và Dịch vụ Kỹ thuật,Công ty Cổ phần Thương mại và Dịch vụ Kỹ thuật,-,3.934.474.170,,3934474170.0
Khoan Dầu khí PVD,Khoan Dầu khí PVD,Khoan Dầu khí PVD,,,,
Phải thu khác,Khoan Dầu khí PVD > Phải thu khác,Phải thu khác,25.257.056.713,25.511.576.615,25257056713.0,25511576615.0
Tập đoàn Dầu khí Việt Nam,Khoan Dầu khí PVD > Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,21.995.182.703,21.698.429.270,21995182703.0,21698429270.0
Ngân hàng TMCP Đại chúng Việt Nam - Chi nhánh Quảng Ngãi,Khoan Dầu khí PVD > Ngân hàng TMCP Đại chúng Việt Nam - Chi nhánh Quảng Ngãi,Ngân hàng TMCP Đại chúng Việt Nam - Chi nhánh Quảng Ngãi,3.051.874.010,2.985.301.346,3051874010.0,2985301346.0
Công ty Cổ phần Bảo dưỡng và Sửa chữa Công trình Dầu khí,Khoan Dầu khí PVD > Công ty Cổ phần Bảo dưỡng và Sửa chữa Công trình Dầu khí,Công ty Cổ phần Bảo dưỡng và Sửa chữa Công trình Dầu khí,210.000.000,-,210000000.0,
Tổng công ty Cổ phần Vận tải Dầu khí,Khoan Dầu khí PVD > Tổng công ty Cổ phần Vận tải Dầu khí,Tổng công ty Cổ phần Vận tải Dầu khí,-,827.845.999,,827845999.0
Phải trả ngắn hạn khác,Khoan Dầu khí PVD > Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,2.292.186.756,2.425.396.642,2292186756.0,2425396642.0
Ban Quản lý Dự án Nhà máy lọc dầu Dung Quất,Khoan Dầu khí PVD > Ban Quản lý Dự án Nhà máy lọc dầu Dung Quất,Ban Quản lý Dự án Nhà máy lọc dầu Dung Quất,1.118.996.642,1.118.996.642,1118996642.0,1118996642.0
Chi nhánh Tổng Công ty Khí Việt Nam - Công ty Cổ phần - Công ty Kinh doanh Sản phẩm Khí,Khoan Dầu khí PVD > Chi nhánh Tổng Công ty Khí Việt Nam - Công ty Cổ phần - Công ty Kinh doanh Sản phẩm Khí,Chi nhánh Tổng Công ty Khí Việt Nam - Công ty Cổ phần - Công ty Kinh doanh Sản phẩm Khí,500.000.000,500.000.000,500000000.0,500000000.0
Công ty cổ phần kinh doanh LPG Việt Nam,Khoan Dầu khí PVD > Công ty cổ phần kinh doanh LPG Việt Nam,Công ty cổ phần kinh doanh LPG Việt Nam,500.000.000,500.000.000,500000000.0,500000000.0
Tổng Công ty Tư vấn Thiết kế Dầu khí,Khoan Dầu khí PVD > Tổng Công ty Tư vấn Thiết kế Dầu khí,Tổng Công ty Tư vấn Thiết kế Dầu khí,111.690.114,46.000.000,111690114.0,46000000.0
- Công ty Cổ phần,- Công ty Cổ phần,- Công ty Cổ phần,,,,
"Tổng Công ty Bảo dưỡng - Sửa chữa Công trình Dầu khí, Công ty cổ phần","- Công ty Cổ phần > Tổng Công ty Bảo dưỡng - Sửa chữa Công trình Dầu khí, Công ty cổ phần","Tổng Công ty Bảo dưỡng - Sửa chữa Công trình Dầu khí, Công ty cổ phần",61.500.000,160.000.000,61500000.0,160000000.0
Tổng Công ty Hóa chất và Dịch vụ dầu khí,- Công ty Cổ phần > Tổng Công ty Hóa chất và Dịch vụ dầu khí,Tổng Công ty Hóa chất và Dịch vụ dầu khí,-,88.000.000,,88000000.0
- Công ty Cổ phần,- Công ty Cổ phần,- Công ty Cổ phần,,,,
Trường Cao đẳng dầu khí,- Công ty Cổ phần > Trường Cao đẳng dầu khí,Trường Cao đẳng dầu khí,-,9.000.000,,9000000.0
Trường Đại học Dầu khí Việt Nam,- Công ty Cổ phần > Trường Đại học Dầu khí Việt Nam,Trường Đại học Dầu khí Việt Nam,-,3.400.000,,3400000.0
