row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGẮN HẠN,100,,71.515.534.342.682,68.680.527.655.901,,100.0,,71515534342682.0,68680527655901.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,4,28.994.990.599.830,17.000.621.246.736,,110.0,4.0,28994990599830.0,17000621246736.0
1.,1.,1.,Tiền,111,,559.488.222.871,673.818.869.777,,111.0,,559488222871.0,673818869777.0
2.,2.,2.,Các khoản tương đương tiền,112,,28.435.502.376.959,16.326.802.376.959,,112.0,,28435502376959.0,16326802376959.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,5,14.022.266.010.000,21.121.666.010.000,,120.0,5.0,14022266010000.0,21121666010000.0
1.,1.,1.,Đầu tư nằm giữ đến ngày đáo hạn,123,,14.022.266.010.000,21.121.666.010.000,,123.0,,14022266010000.0,21121666010000.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,12.456.881.063.885,14.954.714.750.319,,130.0,,12456881063885.0,14954714750319.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,6,11.894.581.605.295,13.986.168.908.581,,131.0,6.0,11894581605295.0,13986168908581.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,7,283.465.982.415,539.957.065.465,,132.0,7.0,283465982415.0,539957065465.0
3.,3.,3.,Phải thu ngắn hạn khác,136,8,278.833.476.175,431.901.998.970,,136.0,8.0,278833476175.0,431901998970.0
4.,4.,4.,Dự phòng phải thu ngắn hạn khó đòi,137,,-,(3.314.458.330),,137.0,,,-3314458330.0
5.,5.,5.,Tài sản thiếu chờ xử lý,139,,-,1.235.633,,139.0,,,1235633.0
IV.,IV.,IV.,Hàng tồn kho,140,9,15.890.950.395.456,15.530.866.954.976,,140.0,9.0,15890950395456.0,15530866954976.0
1.,1.,1.,Hàng tồn kho,141,,15.890.950.395.456,15.654.603.068.943,,141.0,,15890950395456.0,15654603068943.0
2.,2.,2.,Dự phòng giảm giá hàng tồn kho,149,,-,(123.736.113.967),,149.0,,,-123736113967.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,150.446.273.511,72.658.693.870,,150.0,,150446273511.0,72658693870.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,10,61.547.961.086,66.459.619.637,,151.0,10.0,61547961086.0,66459619637.0
2.,2.,2.,Thuế và các khoản khác phải thu Nhà nước,153,16,88.898.312.425,6.199.074.233,,153.0,16.0,88898312425.0,6199074233.0
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,16.871.333.386.116,17.914.133.338.509,,200.0,,16871333386116.0,17914133338509.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,548.657.960.657,548.632.960.657,,210.0,,548657960657.0,548632960657.0
1.,1.,1.,Trả trước cho người bán dài hạn,212,7,548.106.960.657,548.106.960.657,,212.0,7.0,548106960657.0,548106960657.0
2.,2.,2.,Phải thu dài hạn khác,216,8,551.000.000,526.000.000,,216.0,8.0,551000000.0,526000000.0
II.,II.,II.,Tài sản cố định,220,,13.215.682.949.959,16.071.414.023.409,,220.0,,13215682949959.0,16071414023409.0
1.,1.,1.,Tài sản cố định hữu hình,221,11,13.020.136.088.789,15.826.906.360.099,,221.0,11.0,13020136088789.0,15826906360099.0
,,,- Nguyên giá,222,,46.260.885.660.607,47.677.876.854.684,,222.0,,46260885660607.0,47677876854684.0
,,,- Giá trị hao mòn lũy kế,223,,(33.240.749.571.818),(31.850.970.494.585),,223.0,,-33240749571818.0,-31850970494585.0
2.,2.,2.,Tài sản cố định vô hình,227,12,195.546.861.170,244.507.663.310,,227.0,12.0,195546861170.0,244507663310.0
,,,- Nguyên giá,228,,1.003.030.495.084,974.578.237.134,,228.0,,1003030495084.0,974578237134.0
,,,- Giá trị hao mòn lũy kế,229,,(807.483.633.914),(730.070.573.824),,229.0,,-807483633914.0,-730070573824.0
III.,III.,III.,Tài sản dở dang dài hạn,240,,1.352.499.633.312,1.195.207.150.125,,240.0,,1352499633312.0,1195207150125.0
1.,1.,1.,Chi phí xây dựng cơ bản dở dang,242,13,1.352.499.633.312,1.195.207.150.125,,242.0,13.0,1352499633312.0,1195207150125.0
IV.,IV.,IV.,Đầu tư tài chính dài hạn,250,5,9.536.543.303,9.751.222.366,,250.0,5.0,9536543303.0,9751222366.0
1.,1.,1.,Đầu tư góp vốn vào đơn vị khác,253,,217.016.028.927,11.244.000.000,,253.0,,217016028927.0,11244000000.0
2.,2.,2.,Dự phòng đầu tư tài chính dài hạn,254,,(207.479.485.624),(1.492.777.634),,254.0,,-207479485624.0,-1492777634.0
V.,V.,V.,Tài sản dài hạn khác,260,,1.744.956.298.885,89.127.981.952,,260.0,,1744956298885.0,89127981952.0
1.,1.,1.,Chi phí trả trước dài hạn,261,10,1.744.956.298.885,79.385.540.579,,261.0,10.0,1744956298885.0,79385540579.0
2.,2.,2.,Tài sản thuế thu nhập hoãn lại,262,,-,9.742.441.373,,262.0,,,9742441373.0
,,,TỔNG CỘNG TÀI SẢN (270=100+200),270,,88.386.867.728.798,86.594.660.994.410,,270.0,,88386867728798.0,86594660994410.0
