row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,24,123.027.063.879.559,147.423.365.943.576,,1.0,24.0,123027063879559.0,147423365943576.0
2.,2.,2.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01),10,,123.027.063.879.559,147.423.365.943.576,,10.0,,123027063879559.0,147423365943576.0
3.,3.,3.,Giá vốn hàng bán và dịch vụ cung cấp,11,25,122.535.994.149.733,137.663.837.918.959,,11.0,25.0,122535994149733.0,137663837918959.0
4.,4.,4.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,491.069.729.826,9.759.528.024.617,,20.0,,491069729826.0,9759528024617.0
5.,5.,5.,Doanh thu hoạt động tài chính,21,27,2.230.357.606.975,2.652.368.561.043,,21.0,27.0,2230357606975.0,2652368561043.0
6.,6.,6.,Chi phí tài chính,22,28,799.915.742.468,1.154.774.797.936,,22.0,28.0,799915742468.0,1154774797936.0
,,,- Trong đó: Chi phí lãi vay,23,,260.793.426.455,287.654.759.616,,23.0,,260793426455.0,287654759616.0
7.,7.,7.,Chi phí bán hàng,25,29,652.066.552.695,1.032.111.954.829,,25.0,29.0,652066552695.0,1032111954829.0
8.,8.,8.,Chi phí quản lý doanh nghiệp,26,29,561.376.142.119,623.486.470.367,,26.0,29.0,561376142119.0,623486470367.0
9.,9.,9.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,708.068.899.519,9.601.523.362.528,,30.0,,708068899519.0,9601523362528.0
10.,10.,10.,Thu nhập khác,31,30,30.070.365.467,40.237.225.748,,31.0,30.0,30070365467.0,40237225748.0
11.,11.,11.,Chi phí khác,32,,2.140.454.368,2.425.566.035,,32.0,,2140454368.0,2425566035.0
12.,12.,12.,Lợi nhuận khác (40=31-32),40,,27.929.911.099,37.811.659.713,,40.0,,27929911099.0,37811659713.0
13.,13.,13.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,735.998.810.618,9.639.335.022.241,,50.0,,735998810618.0,9639335022241.0
14.,14.,14.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,31,135.164.781.790,1.036.943.196.170,,51.0,31.0,135164781790.0,1036943196170.0
15.,15.,15.,Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,32,9.742.441.373,9.812.854.060,,52.0,32.0,9742441373.0,9812854060.0
16.,16.,16.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52)Trong đó:,60,,591.091.587.455,8.592.578.972.011,,60.0,,591091587455.0,8592578972011.0
16.1.,16.1.,16.1.,Lợi nhuận sau thuế của cổ đông của Công ty mẹ,61,,631.130.749.304,8.649.771.483.353,,61.0,,631130749304.0,8649771483353.0
16.2.,16.2.,16.2.,(Lỗ) sau thuế của cổ đông không kiểm soát,62,,(40.039.161.849),(57.192.511.342),,62.0,,-40039161849.0,-57192511342.0
17.,17.,17.,Lãi cơ bản trên cổ phiếu,70,33,203,2.678,,70.0,33.0,203.0,2678.0
