row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Doanh thu Diesel DO,Doanh thu Diesel DO,Doanh thu Diesel DO,49.842.116.687.400,57.735.683.572.524,49842116687400.0,57735683572524.0
Doanh thu Xăng Mogas 95,Doanh thu Xăng Mogas 95,Doanh thu Xăng Mogas 95,37.632.523.463.755,42.238.606.440.458,37632523463755.0,42238606440458.0
Doanh thu Xăng Mogas 92,Doanh thu Xăng Mogas 92,Doanh thu Xăng Mogas 92,12.406.185.920.172,19.899.692.819.647,12406185920172.0,19899692819647.0
Doanh thu Jet A1,Doanh thu Jet A1,Doanh thu Jet A1,9.626.825.040.474,10.572.138.762.814,9626825040474.0,10572138762814.0
Doanh thu LPG,Doanh thu LPG,Doanh thu LPG,6.607.689.678.487,7.450.804.640.137,6607689678487.0,7450804640137.0
Doanh thu Polypropylene,Doanh thu Polypropylene,Doanh thu Polypropylene,3.527.009.347.511,4.039.833.267.602,3527009347511.0,4039833267602.0
Doanh thu Dầu nhiên liệu FO,Doanh thu Dầu nhiên liệu FO,Doanh thu Dầu nhiên liệu FO,1.495.523.587.956,1.893.059.210.866,1495523587956.0,1893059210866.0
Doanh thu Xăng sinh học E5,Doanh thu Xăng sinh học E5,Doanh thu Xăng sinh học E5,466.323.148.370,557.255.498.561,466323148370.0,557255498561.0
Doanh thu Dầu hòa (KO),Doanh thu Dầu hòa (KO),Doanh thu Dầu hòa (KO),451.111.243.898,476.777.416.988,451111243898.0,476777416988.0
Doanh thu Jet A-1K,Doanh thu Jet A-1K,Doanh thu Jet A-1K,450.087.239.828,904.665.488.438,450087239828.0,904665488438.0
Doanh thu Xăng Mogas 83,Doanh thu Xăng Mogas 83,Doanh thu Xăng Mogas 83,173.626.351.944,265.468.420.173,173626351944.0,265468420173.0
Doanh thu Diesel DO L-62,Doanh thu Diesel DO L-62,Doanh thu Diesel DO L-62,88.244.985.315,907.295.061.260,88244985315.0,907295061260.0
Doanh thu Full Range Naptha,Doanh thu Full Range Naptha,Doanh thu Full Range Naptha,71.042.431.596,-,71042431596.0,
Doanh thu RFCC Naphtha,Doanh thu RFCC Naphtha,Doanh thu RFCC Naphtha,-,257.044.184.144,,257044184144.0
Doanh thu dịch vụ cảng biển,Doanh thu dịch vụ cảng biển,Doanh thu dịch vụ cảng biển,146.167.692.412,144.611.011.133,146167692412.0,144611011133.0
Doanh thu khác,Doanh thu khác,Doanh thu khác,42.587.060.441,80.430.148.831,42587060441.0,80430148831.0
,,,123.027.063.879.559,147.423.365.943.576,123027063879559.0,147423365943576.0
Trong đó: Doanh thu với các bên liên quan(chi tiết tại Thuyết minh số 35),Trong đó: Doanh thu với các bên liên quan(chi tiết tại Thuyết minh số 35),Trong đó: Doanh thu với các bên liên quan(chi tiết tại Thuyết minh số 35),30.660.805.206.469,33.766.632.623.221,30660805206469.0,33766632623221.0
