row_label_raw,row_label_full,Ông Nguyễn Việt Thắng > Ông Bùi Ngọc Dương,Tổng Giám đốc (bổ nhiệm ngày 26 tháng 12 năm 2024)Phó Tổng Giám đốc (đến ngày 25 tháng 12 năm 2024) > Tổng Giám đốc (miễn nhiệm ngày 26 tháng 12 năm 2024),numeric__Tổng Giám đốc (bổ nhiệm ngày 26 tháng 12 năm 2024)Phó Tổng Giám đốc (đến ngày 25 tháng 12 năm 2024) > Tổng Giám đốc (miễn nhiệm ngày 26 tháng 12 năm 2024)
Ông Nghiêm Đức Dương,Ông Nghiêm Đức Dương,Ông Nghiêm Đức Dương,Phó Tổng Giám đốc,
Ông Phạm Minh Nghĩa,Ông Phạm Minh Nghĩa,Ông Phạm Minh Nghĩa,Phó Tổng Giám đốc,
Ông Mai Tuấn Đạt,Ông Mai Tuấn Đạt,Ông Mai Tuấn Đạt,Phó Tổng Giám đốc,
Ông Trần Thái Bảo,Ông Trần Thái Bảo,Ông Trần Thái Bảo,Phó Tổng Giám đốc,
