row_label_raw,row_label_full,col_0,Tại ngày1.1.2024VND,TăngVND,GiảmVND,Đánh giá chênhlệch tỷ giáVND,Tại ngày31.12.2024VND,numeric__Tại ngày1.1.2024VND,numeric__TăngVND,numeric__GiảmVND,numeric__Đánh giá chênhlệch tỷ giáVND,numeric__Tại ngày31.12.2024VND
Vay ngân hàng (*),Vay ngân hàng (*),Vay ngân hàng (*),4.714.512.108.222,20.726.005.630.841,(19.165.771.646.106),36.910.029.943,6.311.656.122.900,4714512108222.0,20726005630841.0,-19165771646106.0,36910029943.0,6311656122900.0
Thuê tài chính,Thuê tài chính,Thuê tài chính,3.072.616.017,-,(3.072.616.017),-,-,3072616017.0,,-3072616017.0,,
Vay bên liên quan(Thuyết minh 35(b)) (**),Vay bên liên quan(Thuyết minh 35(b)) (**),Vay bên liên quan(Thuyết minh 35(b)) (**),483.000.000.000,-,(483.000.000.000),-,-,483000000000.0,,-483000000000.0,,
,,,5.200.584.724.239,20.726.005.630.841,(19.651.844.262.123),36.910.029.943,6.311.656.122.900,5200584724239.0,20726005630841.0,-19651844262123.0,36910029943.0,6311656122900.0
