row_label_raw,row_label_full,Ông Võ Hoàng Vũ,Tổng Giám đốc,numeric__Tổng Giám đốc
Ông Quảng Trọng Lăng,Ông Quảng Trọng Lăng,Ông Quảng Trọng Lăng,Phó Tổng Giám đốc,
Bà Nguyễn Thị Ngọc Liên,Bà Nguyễn Thị Ngọc Liên,Bà Nguyễn Thị Ngọc Liên,Phó Tổng Giám đốc,
Ông Nguyễn Vinh An,Ông Nguyễn Vinh An,Ông Nguyễn Vinh An,Phó Tổng Giám đốc,
Bà Trần Ngọc Diệu,Bà Trần Ngọc Diệu,Bà Trần Ngọc Diệu,Phó Tổng Giám đốc,
Ông Lê Minh Hải,Ông Lê Minh Hải,Ông Lê Minh Hải,Phó Tổng Giám đốc(từ ngày 17 tháng 5 năm 2024),
Ông Nguyễn Minh Hùng,Ông Nguyễn Minh Hùng,Ông Nguyễn Minh Hùng,Phó Tổng Giám đốc(đến ngày 10 tháng 10 năm 2024),
