row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2024 VND,Tại ngày 31 tháng 12 năm > 2023 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2024 VND,numeric__Tại ngày 31 tháng 12 năm > 2023 VND
300,300,300,NỘ PHẢI TRẢ,,7.617.379.392.260,7.224.960.875.070,,,7617379392260.0,7224960875070.0
310,310,310,Nợ ngắn hạn,,7.616.479.392.260,7.224.060.875.070,,,7616479392260.0,7224060875070.0
311,311,311,Phải trả người bán ngắn hạn,14,843.906.341.945,1.628.727.426.232,,14.0,843906341945.0,1628727426232.0
312,312,312,Người mua trả tiền trước ngắn hạn,15,77.296.579.174,146.225.666.621,,15.0,77296579174.0,146225666621.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,16(b),180.086.218.318,59.564.512.057,,,180086218318.0,59564512057.0
314,314,314,Phải trả người lao động,17,34.862.136.122,26.625.514.585,,17.0,34862136122.0,26625514585.0
315,315,315,Chỉ phí phải trả ngắn hạn,18,32.446.273.717,23.309.141.011,,18.0,32446273717.0,23309141011.0
319,319,319,Phải trả ngắn hạn khác,19,24.159.458.057,26.888.135.253,,19.0,24159458057.0,26888135253.0
320,320,320,Vay và nợ thuê tài chính ngắn hạn,20,6.311.656.122.900,5.200.584.724.239,,20.0,6311656122900.0,5200584724239.0
322,322,322,"Quỹ khen thưởng, phúc lợi",21,112.066.262.027,112.135.755.072,,21.0,112066262027.0,112135755072.0
330,330,330,Nợ dài hạn,,900.000.000,900.000.000,,,900000000.0,900000000.0
337,337,337,Phải trả dài hạn khác,,900.000.000,900.000.000,,,900000000.0,900000000.0
400,400,400,VỐN CHỦ SỞ HỮU,,5.701.604.351.283,5.250.237.400.929,,,5701604351283.0,5250237400929.0
410,410,410,Vốn chủ sở hữu,,5.701.604.351.283,5.250.237.400.929,,,5701604351283.0,5250237400929.0
411,411,411,Vốn góp của chủ sở hữu,"22, 23",3.159.319.780.000,2.632.778.060.000,,,3159319780000.0,2632778060000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,3.159.319.780.000,2.632.778.060.000,,,3159319780000.0,2632778060000.0
412,412,412,Thặng dư vốn cổ phần,23,259.365.552.279,785.907.272.279,,23.0,259365552279.0,785907272279.0
418,418,418,Quỹ đầu tư phát triển,23,191.701.386.132,185.830.957.874,,23.0,191701386132.0,185830957874.0
420,420,420,Quỹ khác thuộc vốn chủ sở hữu,23,89.440.070.324,87.091.899.021,,23.0,89440070324.0,87091899021.0
421,421,421,Lợi nhuận sau thuế (“LNST”) chưa phân phối,23,2.001.777.562.548,1.558.629.211.755,,23.0,2001777562548.0,1558629211755.0
421a,421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,1.545.714.269.587,1.348.311.495.253,,,1545714269587.0,1348311495253.0
421b,421b,421b,- LNST chưa phân phối của năm nay,,456.063.292.961,210.317.716.502,,,456063292961.0,210317716502.0
440,440,440,TỔNG NGUỒN VỐN,,13.318.983.743.543,12.475.198.275.999,,,13318983743543.0,12475198275999.0
